"","Sample tree ID","Species","Year","Site","Longitude","Latitude","Elevation (m)","Aspect (degrees)","Terrain slope (%)","Stem diameter (cm)","Age (years)","Ring width (mm)","Date collected (month/day/year)"
"638","BNF0704131534DF","Pseudotsuga menziesii",2009,"Big Horn National Forest ",-107.379519,44.27590226,2184,353,38,48.93,109,0.765,"7/4/13"
"639","BNF0704131534DF","Pseudotsuga menziesii",2010,"Big Horn National Forest ",-107.379519,44.27590226,2184,353,38,49.08,110,0.798,"7/4/13"
"640","BNF0704131534DF","Pseudotsuga menziesii",2011,"Big Horn National Forest ",-107.379519,44.27590226,2184,353,38,49.24,111,0.694,"7/4/13"
"721","BNF0705131258DF","Pseudotsuga menziesii",1992,"Big Horn National Forest ",-107.1698079,44.10728551,2567,290,12,24.57,83,0.84,"7/5/13"
"722","BNF0705131258DF","Pseudotsuga menziesii",1993,"Big Horn National Forest ",-107.1698079,44.10728551,2567,290,12,24.74,84,1.072,"7/5/13"
"723","BNF0705131258DF","Pseudotsuga menziesii",1994,"Big Horn National Forest ",-107.1698079,44.10728551,2567,290,12,24.96,85,1.268,"7/5/13"
"724","BNF0705131258DF","Pseudotsuga menziesii",1995,"Big Horn National Forest ",-107.1698079,44.10728551,2567,290,12,25.21,86,0.983,"7/5/13"
"725","BNF0705131258DF","Pseudotsuga menziesii",1996,"Big Horn National Forest ",-107.1698079,44.10728551,2567,290,12,25.41,87,0.744,"7/5/13"
"726","BNF0705131258DF","Pseudotsuga menziesii",1997,"Big Horn National Forest ",-107.1698079,44.10728551,2567,290,12,25.55,88,0.746,"7/5/13"
"727","BNF0705131258DF","Pseudotsuga menziesii",1998,"Big Horn National Forest ",-107.1698079,44.10728551,2567,290,12,25.7,89,0.914,"7/5/13"
"728","BNF0705131258DF","Pseudotsuga menziesii",1999,"Big Horn National Forest ",-107.1698079,44.10728551,2567,290,12,25.89,90,1.144,"7/5/13"
"729","BNF0705131258DF","Pseudotsuga menziesii",2000,"Big Horn National Forest ",-107.1698079,44.10728551,2567,290,12,26.12,91,0.93,"7/5/13"
"730","BNF0705131258DF","Pseudotsuga menziesii",2001,"Big Horn National Forest ",-107.1698079,44.10728551,2567,290,12,26.3,92,0.67,"7/5/13"
"731","BNF0705131258DF","Pseudotsuga menziesii",2002,"Big Horn National Forest ",-107.1698079,44.10728551,2567,290,12,26.44,93,0.687,"7/5/13"
"732","BNF0705131258DF","Pseudotsuga menziesii",2003,"Big Horn National Forest ",-107.1698079,44.10728551,2567,290,12,26.57,94,0.947,"7/5/13"
"733","BNF0705131258DF","Pseudotsuga menziesii",2004,"Big Horn National Forest ",-107.1698079,44.10728551,2567,290,12,26.76,95,1.039,"7/5/13"
"734","BNF0705131258DF","Pseudotsuga menziesii",2005,"Big Horn National Forest ",-107.1698079,44.10728551,2567,290,12,26.97,96,1.284,"7/5/13"
"735","BNF0705131258DF","Pseudotsuga menziesii",2006,"Big Horn National Forest ",-107.1698079,44.10728551,2567,290,12,27.23,97,1.141,"7/5/13"
"736","BNF0705131258DF","Pseudotsuga menziesii",2007,"Big Horn National Forest ",-107.1698079,44.10728551,2567,290,12,27.46,98,1.042,"7/5/13"
"737","BNF0705131258DF","Pseudotsuga menziesii",2008,"Big Horn National Forest ",-107.1698079,44.10728551,2567,290,12,27.66,99,1.101,"7/5/13"
"738","BNF0705131258DF","Pseudotsuga menziesii",2009,"Big Horn National Forest ",-107.1698079,44.10728551,2567,290,12,27.88,100,1.349,"7/5/13"
"739","BNF0705131258DF","Pseudotsuga menziesii",2010,"Big Horn National Forest ",-107.1698079,44.10728551,2567,290,12,28.15,101,1.375,"7/5/13"
"740","BNF0705131258DF","Pseudotsuga menziesii",2011,"Big Horn National Forest ",-107.1698079,44.10728551,2567,290,12,28.43,102,1.536,"7/5/13"
"821","BNF0706130943DF","Pseudotsuga menziesii",1992,"Big Horn National Forest ",-107.2433019,44.14221988,2355,234,29,31.44,92,1.516,"7/6/13"
"822","BNF0706130943DF","Pseudotsuga menziesii",1993,"Big Horn National Forest ",-107.2433019,44.14221988,2355,234,29,31.74,93,2.562,"7/6/13"
"823","BNF0706130943DF","Pseudotsuga menziesii",1994,"Big Horn National Forest ",-107.2433019,44.14221988,2355,234,29,32.25,94,2.054,"7/6/13"
"824","BNF0706130943DF","Pseudotsuga menziesii",1995,"Big Horn National Forest ",-107.2433019,44.14221988,2355,234,29,32.66,95,1.876,"7/6/13"
"825","BNF0706130943DF","Pseudotsuga menziesii",1996,"Big Horn National Forest ",-107.2433019,44.14221988,2355,234,29,33.04,96,1.403,"7/6/13"
"826","BNF0706130943DF","Pseudotsuga menziesii",1997,"Big Horn National Forest ",-107.2433019,44.14221988,2355,234,29,33.32,97,1.375,"7/6/13"
"827","BNF0706130943DF","Pseudotsuga menziesii",1998,"Big Horn National Forest ",-107.2433019,44.14221988,2355,234,29,33.59,98,1.454,"7/6/13"
"828","BNF0706130943DF","Pseudotsuga menziesii",1999,"Big Horn National Forest ",-107.2433019,44.14221988,2355,234,29,33.88,99,1.921,"7/6/13"
"829","BNF0706130943DF","Pseudotsuga menziesii",2000,"Big Horn National Forest ",-107.2433019,44.14221988,2355,234,29,34.27,100,1.103,"7/6/13"
"830","BNF0706130943DF","Pseudotsuga menziesii",2001,"Big Horn National Forest ",-107.2433019,44.14221988,2355,234,29,34.49,101,0.391,"7/6/13"
"831","BNF0706130943DF","Pseudotsuga menziesii",2002,"Big Horn National Forest ",-107.2433019,44.14221988,2355,234,29,34.57,102,0.414,"7/6/13"
"832","BNF0706130943DF","Pseudotsuga menziesii",2003,"Big Horn National Forest ",-107.2433019,44.14221988,2355,234,29,34.65,103,0.496,"7/6/13"
"833","BNF0706130943DF","Pseudotsuga menziesii",2004,"Big Horn National Forest ",-107.2433019,44.14221988,2355,234,29,34.75,104,1.04,"7/6/13"
"834","BNF0706130943DF","Pseudotsuga menziesii",2005,"Big Horn National Forest ",-107.2433019,44.14221988,2355,234,29,34.96,105,1.725,"7/6/13"
"835","BNF0706130943DF","Pseudotsuga menziesii",2006,"Big Horn National Forest ",-107.2433019,44.14221988,2355,234,29,35.3,106,1.335,"7/6/13"
"836","BNF0706130943DF","Pseudotsuga menziesii",2007,"Big Horn National Forest ",-107.2433019,44.14221988,2355,234,29,35.57,107,1.427,"7/6/13"
"837","BNF0706130943DF","Pseudotsuga menziesii",2008,"Big Horn National Forest ",-107.2433019,44.14221988,2355,234,29,35.85,108,1.228,"7/6/13"
"838","BNF0706130943DF","Pseudotsuga menziesii",2009,"Big Horn National Forest ",-107.2433019,44.14221988,2355,234,29,36.1,109,2.301,"7/6/13"
"839","BNF0706130943DF","Pseudotsuga menziesii",2010,"Big Horn National Forest ",-107.2433019,44.14221988,2355,234,29,36.56,110,2.865,"7/6/13"
"840","BNF0706130943DF","Pseudotsuga menziesii",2011,"Big Horn National Forest ",-107.2433019,44.14221988,2355,234,29,37.13,111,2.731,"7/6/13"
"881","BNF0706131145DF","Pseudotsuga menziesii",1992,"Big Horn National Forest ",-107.2813249,44.09555078,1927,305,35,18.82,34,7.409,"7/6/13"
"882","BNF0706131145DF","Pseudotsuga menziesii",1993,"Big Horn National Forest ",-107.2813249,44.09555078,1927,305,35,20.3,35,6.929,"7/6/13"
"883","BNF0706131145DF","Pseudotsuga menziesii",1994,"Big Horn National Forest ",-107.2813249,44.09555078,1927,305,35,21.69,36,3.568,"7/6/13"
"884","BNF0706131145DF","Pseudotsuga menziesii",1995,"Big Horn National Forest ",-107.2813249,44.09555078,1927,305,35,22.4,37,4.649,"7/6/13"
"885","BNF0706131145DF","Pseudotsuga menziesii",1996,"Big Horn National Forest ",-107.2813249,44.09555078,1927,305,35,23.33,38,3.865,"7/6/13"
"886","BNF0706131145DF","Pseudotsuga menziesii",1997,"Big Horn National Forest ",-107.2813249,44.09555078,1927,305,35,24.11,39,4.771,"7/6/13"
"887","BNF0706131145DF","Pseudotsuga menziesii",1998,"Big Horn National Forest ",-107.2813249,44.09555078,1927,305,35,25.06,40,4.677,"7/6/13"
"888","BNF0706131145DF","Pseudotsuga menziesii",1999,"Big Horn National Forest ",-107.2813249,44.09555078,1927,305,35,26,41,4.165,"7/6/13"
"889","BNF0706131145DF","Pseudotsuga menziesii",2000,"Big Horn National Forest ",-107.2813249,44.09555078,1927,305,35,26.83,42,2.303,"7/6/13"
"890","BNF0706131145DF","Pseudotsuga menziesii",2001,"Big Horn National Forest ",-107.2813249,44.09555078,1927,305,35,27.29,43,0.994,"7/6/13"
"891","BNF0706131145DF","Pseudotsuga menziesii",2002,"Big Horn National Forest ",-107.2813249,44.09555078,1927,305,35,27.49,44,1.515,"7/6/13"
"892","BNF0706131145DF","Pseudotsuga menziesii",2003,"Big Horn National Forest ",-107.2813249,44.09555078,1927,305,35,27.79,45,2.115,"7/6/13"
"893","BNF0706131145DF","Pseudotsuga menziesii",2004,"Big Horn National Forest ",-107.2813249,44.09555078,1927,305,35,28.21,46,1.678,"7/6/13"
"894","BNF0706131145DF","Pseudotsuga menziesii",2005,"Big Horn National Forest ",-107.2813249,44.09555078,1927,305,35,28.55,47,2.64,"7/6/13"
"895","BNF0706131145DF","Pseudotsuga menziesii",2006,"Big Horn National Forest ",-107.2813249,44.09555078,1927,305,35,29.08,48,1.657,"7/6/13"
"896","BNF0706131145DF","Pseudotsuga menziesii",2007,"Big Horn National Forest ",-107.2813249,44.09555078,1927,305,35,29.41,49,1.998,"7/6/13"
"897","BNF0706131145DF","Pseudotsuga menziesii",2008,"Big Horn National Forest ",-107.2813249,44.09555078,1927,305,35,29.81,50,1.476,"7/6/13"
"898","BNF0706131145DF","Pseudotsuga menziesii",2009,"Big Horn National Forest ",-107.2813249,44.09555078,1927,305,35,30.1,51,2.341,"7/6/13"
"899","BNF0706131145DF","Pseudotsuga menziesii",2010,"Big Horn National Forest ",-107.2813249,44.09555078,1927,305,35,30.57,52,2.76,"7/6/13"
"900","BNF0706131145DF","Pseudotsuga menziesii",2011,"Big Horn National Forest ",-107.2813249,44.09555078,1927,305,35,31.12,53,2.967,"7/6/13"
"921","BNF0706131252DF","Pseudotsuga menziesii",1992,"Big Horn National Forest ",-107.3007053,44.0869691,1769,360,55,5.8,17,3.233,"7/6/13"
"922","BNF0706131252DF","Pseudotsuga menziesii",1993,"Big Horn National Forest ",-107.3007053,44.0869691,1769,360,55,6.45,18,4.59,"7/6/13"
"923","BNF0706131252DF","Pseudotsuga menziesii",1994,"Big Horn National Forest ",-107.3007053,44.0869691,1769,360,55,7.37,19,1.838,"7/6/13"
"924","BNF0706131252DF","Pseudotsuga menziesii",1995,"Big Horn National Forest ",-107.3007053,44.0869691,1769,360,55,7.74,20,3.67,"7/6/13"
"925","BNF0706131252DF","Pseudotsuga menziesii",1996,"Big Horn National Forest ",-107.3007053,44.0869691,1769,360,55,8.47,21,3.277,"7/6/13"
"926","BNF0706131252DF","Pseudotsuga menziesii",1997,"Big Horn National Forest ",-107.3007053,44.0869691,1769,360,55,9.13,22,3.382,"7/6/13"
"927","BNF0706131252DF","Pseudotsuga menziesii",1998,"Big Horn National Forest ",-107.3007053,44.0869691,1769,360,55,9.8,23,3.317,"7/6/13"
"928","BNF0706131252DF","Pseudotsuga menziesii",1999,"Big Horn National Forest ",-107.3007053,44.0869691,1769,360,55,10.47,24,3.409,"7/6/13"
"929","BNF0706131252DF","Pseudotsuga menziesii",2000,"Big Horn National Forest ",-107.3007053,44.0869691,1769,360,55,11.15,25,1.517,"7/6/13"
"930","BNF0706131252DF","Pseudotsuga menziesii",2001,"Big Horn National Forest ",-107.3007053,44.0869691,1769,360,55,11.45,26,0.538,"7/6/13"
"931","BNF0706131252DF","Pseudotsuga menziesii",2002,"Big Horn National Forest ",-107.3007053,44.0869691,1769,360,55,11.56,27,1.147,"7/6/13"
"932","BNF0706131252DF","Pseudotsuga menziesii",2003,"Big Horn National Forest ",-107.3007053,44.0869691,1769,360,55,11.79,28,2.452,"7/6/13"
"933","BNF0706131252DF","Pseudotsuga menziesii",2004,"Big Horn National Forest ",-107.3007053,44.0869691,1769,360,55,12.28,29,1.727,"7/6/13"
"934","BNF0706131252DF","Pseudotsuga menziesii",2005,"Big Horn National Forest ",-107.3007053,44.0869691,1769,360,55,12.62,30,2.556,"7/6/13"
"935","BNF0706131252DF","Pseudotsuga menziesii",2006,"Big Horn National Forest ",-107.3007053,44.0869691,1769,360,55,13.13,31,2.025,"7/6/13"
"936","BNF0706131252DF","Pseudotsuga menziesii",2007,"Big Horn National Forest ",-107.3007053,44.0869691,1769,360,55,13.54,32,2.492,"7/6/13"
"937","BNF0706131252DF","Pseudotsuga menziesii",2008,"Big Horn National Forest ",-107.3007053,44.0869691,1769,360,55,14.04,33,1.994,"7/6/13"
"938","BNF0706131252DF","Pseudotsuga menziesii",2009,"Big Horn National Forest ",-107.3007053,44.0869691,1769,360,55,14.44,34,2.869,"7/6/13"
"939","BNF0706131252DF","Pseudotsuga menziesii",2010,"Big Horn National Forest ",-107.3007053,44.0869691,1769,360,55,15.01,35,3.33,"7/6/13"
"940","BNF0706131252DF","Pseudotsuga menziesii",2011,"Big Horn National Forest ",-107.3007053,44.0869691,1769,360,55,15.68,36,3.028,"7/6/13"
"1021","BNF0709131052DF","Pseudotsuga menziesii",1992,"Big Horn National Forest ",-107.2284826,44.65267664,2243,311,30,15.93,100,1.636,"7/9/13"
"1022","BNF0709131052DF","Pseudotsuga menziesii",1993,"Big Horn National Forest ",-107.2284826,44.65267664,2243,311,30,16.26,101,1.628,"7/9/13"
"1023","BNF0709131052DF","Pseudotsuga menziesii",1994,"Big Horn National Forest ",-107.2284826,44.65267664,2243,311,30,16.59,102,1.925,"7/9/13"
"1024","BNF0709131052DF","Pseudotsuga menziesii",1995,"Big Horn National Forest ",-107.2284826,44.65267664,2243,311,30,16.97,103,1.738,"7/9/13"
"1025","BNF0709131052DF","Pseudotsuga menziesii",1996,"Big Horn National Forest ",-107.2284826,44.65267664,2243,311,30,17.32,104,1.205,"7/9/13"
"1026","BNF0709131052DF","Pseudotsuga menziesii",1997,"Big Horn National Forest ",-107.2284826,44.65267664,2243,311,30,17.56,105,1.299,"7/9/13"
"1027","BNF0709131052DF","Pseudotsuga menziesii",1998,"Big Horn National Forest ",-107.2284826,44.65267664,2243,311,30,17.82,106,1.117,"7/9/13"
"1028","BNF0709131052DF","Pseudotsuga menziesii",1999,"Big Horn National Forest ",-107.2284826,44.65267664,2243,311,30,18.04,107,1.353,"7/9/13"
"1029","BNF0709131052DF","Pseudotsuga menziesii",2000,"Big Horn National Forest ",-107.2284826,44.65267664,2243,311,30,18.31,108,1.099,"7/9/13"
"1030","BNF0709131052DF","Pseudotsuga menziesii",2001,"Big Horn National Forest ",-107.2284826,44.65267664,2243,311,30,18.53,109,0.616,"7/9/13"
"1031","BNF0709131052DF","Pseudotsuga menziesii",2002,"Big Horn National Forest ",-107.2284826,44.65267664,2243,311,30,18.66,110,0.47,"7/9/13"
"1032","BNF0709131052DF","Pseudotsuga menziesii",2003,"Big Horn National Forest ",-107.2284826,44.65267664,2243,311,30,18.75,111,0.686,"7/9/13"
"1033","BNF0709131052DF","Pseudotsuga menziesii",2004,"Big Horn National Forest ",-107.2284826,44.65267664,2243,311,30,18.89,112,0.686,"7/9/13"
"1034","BNF0709131052DF","Pseudotsuga menziesii",2005,"Big Horn National Forest ",-107.2284826,44.65267664,2243,311,30,19.03,113,0.882,"7/9/13"
"1035","BNF0709131052DF","Pseudotsuga menziesii",2006,"Big Horn National Forest ",-107.2284826,44.65267664,2243,311,30,19.2,114,0.766,"7/9/13"
"1036","BNF0709131052DF","Pseudotsuga menziesii",2007,"Big Horn National Forest ",-107.2284826,44.65267664,2243,311,30,19.36,115,0.913,"7/9/13"
"1037","BNF0709131052DF","Pseudotsuga menziesii",2008,"Big Horn National Forest ",-107.2284826,44.65267664,2243,311,30,19.54,116,0.51,"7/9/13"
"1038","BNF0709131052DF","Pseudotsuga menziesii",2009,"Big Horn National Forest ",-107.2284826,44.65267664,2243,311,30,19.64,117,0.679,"7/9/13"
"1039","BNF0709131052DF","Pseudotsuga menziesii",2010,"Big Horn National Forest ",-107.2284826,44.65267664,2243,311,30,19.78,118,0.956,"7/9/13"
"1040","BNF0709131052DF","Pseudotsuga menziesii",2011,"Big Horn National Forest ",-107.2284826,44.65267664,2243,311,30,19.97,119,0.79,"7/9/13"
"1101","BNF0709131609DF","Pseudotsuga menziesii",1992,"Big Horn National Forest ",-107.1748743,44.6409902,2219,260,53,18.53,53,3.178,"7/9/13"
"1102","BNF0709131609DF","Pseudotsuga menziesii",1993,"Big Horn National Forest ",-107.1748743,44.6409902,2219,260,53,19.17,54,4.062,"7/9/13"
"1103","BNF0709131609DF","Pseudotsuga menziesii",1994,"Big Horn National Forest ",-107.1748743,44.6409902,2219,260,53,19.98,55,3.196,"7/9/13"
"1104","BNF0709131609DF","Pseudotsuga menziesii",1995,"Big Horn National Forest ",-107.1748743,44.6409902,2219,260,53,20.62,56,2.64,"7/9/13"
"1105","BNF0709131609DF","Pseudotsuga menziesii",1996,"Big Horn National Forest ",-107.1748743,44.6409902,2219,260,53,21.15,57,1.867,"7/9/13"
"1106","BNF0709131609DF","Pseudotsuga menziesii",1997,"Big Horn National Forest ",-107.1748743,44.6409902,2219,260,53,21.52,58,1.933,"7/9/13"
"1107","BNF0709131609DF","Pseudotsuga menziesii",1998,"Big Horn National Forest ",-107.1748743,44.6409902,2219,260,53,21.91,59,1.808,"7/9/13"
"1108","BNF0709131609DF","Pseudotsuga menziesii",1999,"Big Horn National Forest ",-107.1748743,44.6409902,2219,260,53,22.27,60,2.137,"7/9/13"
"1109","BNF0709131609DF","Pseudotsuga menziesii",2000,"Big Horn National Forest ",-107.1748743,44.6409902,2219,260,53,22.7,61,1.808,"7/9/13"
"1110","BNF0709131609DF","Pseudotsuga menziesii",2001,"Big Horn National Forest ",-107.1748743,44.6409902,2219,260,53,23.06,62,0.692,"7/9/13"
"1111","BNF0709131609DF","Pseudotsuga menziesii",2002,"Big Horn National Forest ",-107.1748743,44.6409902,2219,260,53,23.2,63,0.616,"7/9/13"
"1112","BNF0709131609DF","Pseudotsuga menziesii",2003,"Big Horn National Forest ",-107.1748743,44.6409902,2219,260,53,23.32,64,0.998,"7/9/13"
"1113","BNF0709131609DF","Pseudotsuga menziesii",2004,"Big Horn National Forest ",-107.1748743,44.6409902,2219,260,53,23.52,65,0.987,"7/9/13"
"1114","BNF0709131609DF","Pseudotsuga menziesii",2005,"Big Horn National Forest ",-107.1748743,44.6409902,2219,260,53,23.72,66,1.347,"7/9/13"
"1115","BNF0709131609DF","Pseudotsuga menziesii",2006,"Big Horn National Forest ",-107.1748743,44.6409902,2219,260,53,23.99,67,0.904,"7/9/13"
"1116","BNF0709131609DF","Pseudotsuga menziesii",2007,"Big Horn National Forest ",-107.1748743,44.6409902,2219,260,53,24.17,68,1.53,"7/9/13"
"1117","BNF0709131609DF","Pseudotsuga menziesii",2008,"Big Horn National Forest ",-107.1748743,44.6409902,2219,260,53,24.47,69,1.522,"7/9/13"
"1118","BNF0709131609DF","Pseudotsuga menziesii",2009,"Big Horn National Forest ",-107.1748743,44.6409902,2219,260,53,24.78,70,1.691,"7/9/13"
"1119","BNF0709131609DF","Pseudotsuga menziesii",2010,"Big Horn National Forest ",-107.1748743,44.6409902,2219,260,53,25.12,71,2.008,"7/9/13"
"1120","BNF0709131609DF","Pseudotsuga menziesii",2011,"Big Horn National Forest ",-107.1748743,44.6409902,2219,260,53,25.52,72,1.54,"7/9/13"
"1181","BNF0709131636DF","Pseudotsuga menziesii",1992,"Big Horn National Forest ",-107.2202884,44.65309739,2146,200,45,11.56,22,2.587,"7/9/13"
"1182","BNF0709131636DF","Pseudotsuga menziesii",1993,"Big Horn National Forest ",-107.2202884,44.65309739,2146,200,45,12.08,23,1.03,"7/9/13"
"1183","BNF0709131636DF","Pseudotsuga menziesii",1994,"Big Horn National Forest ",-107.2202884,44.65309739,2146,200,45,12.28,24,1.631,"7/9/13"
"1184","BNF0709131636DF","Pseudotsuga menziesii",1995,"Big Horn National Forest ",-107.2202884,44.65309739,2146,200,45,12.61,25,2.09,"7/9/13"
"1185","BNF0709131636DF","Pseudotsuga menziesii",1996,"Big Horn National Forest ",-107.2202884,44.65309739,2146,200,45,13.03,26,2.093,"7/9/13"
"1186","BNF0709131636DF","Pseudotsuga menziesii",1997,"Big Horn National Forest ",-107.2202884,44.65309739,2146,200,45,13.45,27,2.808,"7/9/13"
"1187","BNF0709131636DF","Pseudotsuga menziesii",1998,"Big Horn National Forest ",-107.2202884,44.65309739,2146,200,45,14.01,28,2.582,"7/9/13"
"1188","BNF0709131636DF","Pseudotsuga menziesii",1999,"Big Horn National Forest ",-107.2202884,44.65309739,2146,200,45,14.52,29,2.93,"7/9/13"
"1189","BNF0709131636DF","Pseudotsuga menziesii",2000,"Big Horn National Forest ",-107.2202884,44.65309739,2146,200,45,15.11,30,1.992,"7/9/13"
"1190","BNF0709131636DF","Pseudotsuga menziesii",2001,"Big Horn National Forest ",-107.2202884,44.65309739,2146,200,45,15.51,31,0.756,"7/9/13"
"1191","BNF0709131636DF","Pseudotsuga menziesii",2002,"Big Horn National Forest ",-107.2202884,44.65309739,2146,200,45,15.66,32,0.738,"7/9/13"
"1192","BNF0709131636DF","Pseudotsuga menziesii",2003,"Big Horn National Forest ",-107.2202884,44.65309739,2146,200,45,15.81,33,1.462,"7/9/13"
"1193","BNF0709131636DF","Pseudotsuga menziesii",2004,"Big Horn National Forest ",-107.2202884,44.65309739,2146,200,45,16.1,34,1.641,"7/9/13"
"1194","BNF0709131636DF","Pseudotsuga menziesii",2005,"Big Horn National Forest ",-107.2202884,44.65309739,2146,200,45,16.43,35,2.653,"7/9/13"
"1195","BNF0709131636DF","Pseudotsuga menziesii",2006,"Big Horn National Forest ",-107.2202884,44.65309739,2146,200,45,16.96,36,2.204,"7/9/13"
"1196","BNF0709131636DF","Pseudotsuga menziesii",2007,"Big Horn National Forest ",-107.2202884,44.65309739,2146,200,45,17.4,37,2.592,"7/9/13"
"1197","BNF0709131636DF","Pseudotsuga menziesii",2008,"Big Horn National Forest ",-107.2202884,44.65309739,2146,200,45,17.92,38,1.905,"7/9/13"
"1198","BNF0709131636DF","Pseudotsuga menziesii",2009,"Big Horn National Forest ",-107.2202884,44.65309739,2146,200,45,18.3,39,1.853,"7/9/13"
"1199","BNF0709131636DF","Pseudotsuga menziesii",2010,"Big Horn National Forest ",-107.2202884,44.65309739,2146,200,45,18.67,40,2.685,"7/9/13"
"1200","BNF0709131636DF","Pseudotsuga menziesii",2011,"Big Horn National Forest ",-107.2202884,44.65309739,2146,200,45,19.21,41,2.062,"7/9/13"
"1481","BNF0711130938DF","Pseudotsuga menziesii",1992,"Big Horn National Forest ",-107.2282449,44.66556368,2035,79,49,21.05,102,1.224,"7/11/13"
"1482","BNF0711130938DF","Pseudotsuga menziesii",1993,"Big Horn National Forest ",-107.2282449,44.66556368,2035,79,49,21.29,103,1.491,"7/11/13"
"1483","BNF0711130938DF","Pseudotsuga menziesii",1994,"Big Horn National Forest ",-107.2282449,44.66556368,2035,79,49,21.59,104,1.385,"7/11/13"
"1484","BNF0711130938DF","Pseudotsuga menziesii",1995,"Big Horn National Forest ",-107.2282449,44.66556368,2035,79,49,21.87,105,0.905,"7/11/13"
"1485","BNF0711130938DF","Pseudotsuga menziesii",1996,"Big Horn National Forest ",-107.2282449,44.66556368,2035,79,49,22.05,106,0.828,"7/11/13"
"1486","BNF0711130938DF","Pseudotsuga menziesii",1997,"Big Horn National Forest ",-107.2282449,44.66556368,2035,79,49,22.21,107,1.123,"7/11/13"
"1487","BNF0711130938DF","Pseudotsuga menziesii",1998,"Big Horn National Forest ",-107.2282449,44.66556368,2035,79,49,22.44,108,1.314,"7/11/13"
"1488","BNF0711130938DF","Pseudotsuga menziesii",1999,"Big Horn National Forest ",-107.2282449,44.66556368,2035,79,49,22.7,109,1.254,"7/11/13"
"1489","BNF0711130938DF","Pseudotsuga menziesii",2000,"Big Horn National Forest ",-107.2282449,44.66556368,2035,79,49,22.95,110,1.449,"7/11/13"
"1490","BNF0711130938DF","Pseudotsuga menziesii",2001,"Big Horn National Forest ",-107.2282449,44.66556368,2035,79,49,23.24,111,0.408,"7/11/13"
"1491","BNF0711130938DF","Pseudotsuga menziesii",2002,"Big Horn National Forest ",-107.2282449,44.66556368,2035,79,49,23.32,112,0.334,"7/11/13"
"1492","BNF0711130938DF","Pseudotsuga menziesii",2003,"Big Horn National Forest ",-107.2282449,44.66556368,2035,79,49,23.39,113,0.742,"7/11/13"
"1493","BNF0711130938DF","Pseudotsuga menziesii",2004,"Big Horn National Forest ",-107.2282449,44.66556368,2035,79,49,23.54,114,0.612,"7/11/13"
"1494","BNF0711130938DF","Pseudotsuga menziesii",2005,"Big Horn National Forest ",-107.2282449,44.66556368,2035,79,49,23.66,115,0.688,"7/11/13"
"1495","BNF0711130938DF","Pseudotsuga menziesii",2006,"Big Horn National Forest ",-107.2282449,44.66556368,2035,79,49,23.8,116,0.463,"7/11/13"
"1496","BNF0711130938DF","Pseudotsuga menziesii",2007,"Big Horn National Forest ",-107.2282449,44.66556368,2035,79,49,23.89,117,1.06,"7/11/13"
"1497","BNF0711130938DF","Pseudotsuga menziesii",2008,"Big Horn National Forest ",-107.2282449,44.66556368,2035,79,49,24.1,118,1.018,"7/11/13"
"1498","BNF0711130938DF","Pseudotsuga menziesii",2009,"Big Horn National Forest ",-107.2282449,44.66556368,2035,79,49,24.31,119,0.876,"7/11/13"
"1499","BNF0711130938DF","Pseudotsuga menziesii",2010,"Big Horn National Forest ",-107.2282449,44.66556368,2035,79,49,24.48,120,1.103,"7/11/13"
"1500","BNF0711130938DF","Pseudotsuga menziesii",2011,"Big Horn National Forest ",-107.2282449,44.66556368,2035,79,49,24.7,121,0.722,"7/11/13"
"1541","BNF0711131026DF","Pseudotsuga menziesii",1992,"Big Horn National Forest ",-107.2355697,44.67693449,2199,162,48,34.29,108,0.805,"7/11/13"
"1542","BNF0711131026DF","Pseudotsuga menziesii",1993,"Big Horn National Forest ",-107.2355697,44.67693449,2199,162,48,34.45,109,0.77,"7/11/13"
"1543","BNF0711131026DF","Pseudotsuga menziesii",1994,"Big Horn National Forest ",-107.2355697,44.67693449,2199,162,48,34.61,110,1.025,"7/11/13"
"1544","BNF0711131026DF","Pseudotsuga menziesii",1995,"Big Horn National Forest ",-107.2355697,44.67693449,2199,162,48,34.81,111,0.722,"7/11/13"
"1545","BNF0711131026DF","Pseudotsuga menziesii",1996,"Big Horn National Forest ",-107.2355697,44.67693449,2199,162,48,34.95,112,0.731,"7/11/13"
"1546","BNF0711131026DF","Pseudotsuga menziesii",1997,"Big Horn National Forest ",-107.2355697,44.67693449,2199,162,48,35.1,113,0.935,"7/11/13"
"1547","BNF0711131026DF","Pseudotsuga menziesii",1998,"Big Horn National Forest ",-107.2355697,44.67693449,2199,162,48,35.29,114,1.161,"7/11/13"
"1548","BNF0711131026DF","Pseudotsuga menziesii",1999,"Big Horn National Forest ",-107.2355697,44.67693449,2199,162,48,35.52,115,1.497,"7/11/13"
"1549","BNF0711131026DF","Pseudotsuga menziesii",2000,"Big Horn National Forest ",-107.2355697,44.67693449,2199,162,48,35.82,116,1.15,"7/11/13"
"1550","BNF0711131026DF","Pseudotsuga menziesii",2001,"Big Horn National Forest ",-107.2355697,44.67693449,2199,162,48,36.05,117,0.28,"7/11/13"
"1551","BNF0711131026DF","Pseudotsuga menziesii",2002,"Big Horn National Forest ",-107.2355697,44.67693449,2199,162,48,36.11,118,0.31,"7/11/13"
