"Rotation","ABMI Site","Year","Field Date","Field Crew Member(s)","Nearest Town","Public Latitude","Public Longitude","Collection Methodology","Point Count Station","Subpoint","Elevation (metres)","Slope (degrees)","Aspect (degrees)"
Rotation 2,1544,2015,24-Jul-15,CZA,DNC,50.064293,-110.399872,2,9,S,       767,7,2,
Rotation 2,1545,2015,14-Jun-15,LBR2,DNC,50.018612,-110.142075,1,1,P,       771,0,VNA,
Rotation 2,1545,2015,14-Jun-15,LBR2,DNC,50.018612,-110.142075,1,1,S,       771,0,VNA,
Rotation 2,1545,2015,14-Jun-15,LBR2,DNC,50.018612,-110.142075,1,2,P,       771,2,189,
Rotation 2,1545,2015,14-Jun-15,LBR2,DNC,50.018612,-110.142075,1,2,S,       771,2,189,
Rotation 2,1545,2015,14-Jun-15,LBR2,DNC,50.018612,-110.142075,1,3,P,       771,2,185,
Rotation 2,1545,2015,14-Jun-15,LBR2,DNC,50.018612,-110.142075,1,3,S,       771,2,185,
Rotation 2,1545,2015,14-Jun-15,LBR2,DNC,50.018612,-110.142075,1,4,P,       771,0,VNA,
Rotation 2,1545,2015,14-Jun-15,LBR2,DNC,50.018612,-110.142075,1,4,S,       771,0,VNA,
Rotation 2,1545,2015,14-Jun-15,LBR2,DNC,50.018612,-110.142075,1,5,P,       771,3,215,
Rotation 2,1545,2015,14-Jun-15,LBR2,DNC,50.018612,-110.142075,1,5,S,       771,3,215,
Rotation 2,1545,2015,14-Jun-15,LBR2,DNC,50.018612,-110.142075,1,6,P,       771,0,VNA,
Rotation 2,1545,2015,14-Jun-15,LBR2,DNC,50.018612,-110.142075,1,6,S,       771,0,VNA,
Rotation 2,1545,2015,14-Jun-15,LBR2,DNC,50.018612,-110.142075,1,7,P,       771,0,VNA,
Rotation 2,1545,2015,14-Jun-15,LBR2,DNC,50.018612,-110.142075,1,7,S,       771,0,VNA,
Rotation 2,1545,2015,14-Jun-15,LBR2,DNC,50.018612,-110.142075,1,8,P,       771,0,VNA,
Rotation 2,1545,2015,14-Jun-15,LBR2,DNC,50.018612,-110.142075,1,8,S,       771,0,VNA,
Rotation 2,1545,2015,14-Jun-15,LBR2,DNC,50.018612,-110.142075,1,9,P,       771,3,40,
Rotation 2,1545,2015,14-Jun-15,LBR2,DNC,50.018612,-110.142075,1,9,S,       771,3,40,
Rotation 2,1545,2015,25-Jul-15,CZA,DNC,50.018612,-110.142075,2,1,P,       771,DNC,DNC,
Rotation 2,1545,2015,25-Jul-15,CZA,DNC,50.018612,-110.142075,2,1,S,       771,DNC,DNC,
Rotation 2,1545,2015,25-Jul-15,CZA,DNC,50.018612,-110.142075,2,3,P,       771,3,196,
Rotation 2,1545,2015,25-Jul-15,CZA,DNC,50.018612,-110.142075,2,3,S,       771,3,196,
Rotation 2,1545,2015,25-Jul-15,CZA,DNC,50.018612,-110.142075,2,5,P,       771,5,200,
Rotation 2,1545,2015,25-Jul-15,CZA,DNC,50.018612,-110.142075,2,5,S,       771,5,200,
Rotation 2,1545,2015,25-Jul-15,MBO,DNC,50.018612,-110.142075,2,7,P,       771,2,320,
Rotation 2,1545,2015,25-Jul-15,MBO,DNC,50.018612,-110.142075,2,7,S,       771,2,320,
Rotation 2,1545,2015,25-Jul-15,CZA,DNC,50.018612,-110.142075,2,9,P,       771,5,180,
Rotation 2,1545,2015,25-Jul-15,CZA,DNC,50.018612,-110.142075,2,9,S,       771,5,180,
Rotation 2,1556,2015,26-May-15,JAL,DNC,50.071648,-112.112526,1,1,P,       770,0,VNA,
Rotation 2,1556,2015,26-May-15,JAL,DNC,50.071648,-112.112526,1,1,S,       770,0,VNA,
Rotation 2,1556,2015,26-May-15,JAL,DNC,50.071648,-112.112526,1,2,P,       770,0,VNA,
Rotation 2,1556,2015,26-May-15,JAL,DNC,50.071648,-112.112526,1,2,S,       770,0,VNA,
Rotation 2,1556,2015,26-May-15,JAL,DNC,50.071648,-112.112526,1,3,P,       770,0,VNA,
Rotation 2,1556,2015,26-May-15,JAL,DNC,50.071648,-112.112526,1,3,S,       770,0,VNA,
Rotation 2,1556,2015,26-May-15,JAL,DNC,50.071648,-112.112526,1,4,P,       770,0,VNA,
Rotation 2,1556,2015,26-May-15,JAL,DNC,50.071648,-112.112526,1,4,S,       770,0,VNA,
Rotation 2,1556,2015,26-May-15,JAL,DNC,50.071648,-112.112526,1,5,P,       770,0,VNA,
Rotation 2,1556,2015,26-May-15,JAL,DNC,50.071648,-112.112526,1,5,S,       770,0,VNA,
Rotation 2,1556,2015,26-May-15,JAL,DNC,50.071648,-112.112526,1,6,P,       770,0,VNA,
Rotation 2,1556,2015,26-May-15,JAL,DNC,50.071648,-112.112526,1,6,S,       770,0,VNA,
Rotation 2,1556,2015,26-May-15,JAL,DNC,50.071648,-112.112526,1,7,P,       770,0,VNA,
Rotation 2,1556,2015,26-May-15,JAL,DNC,50.071648,-112.112526,1,7,S,       770,0,VNA,
Rotation 2,1556,2015,26-May-15,JAL,DNC,50.071648,-112.112526,1,8,P,       770,0,VNA,
Rotation 2,1556,2015,26-May-15,JAL,DNC,50.071648,-112.112526,1,8,S,       770,0,VNA,
Rotation 2,1556,2015,26-May-15,JAL,DNC,50.071648,-112.112526,1,9,P,       770,0,VNA,
Rotation 2,1556,2015,26-May-15,JAL,DNC,50.071648,-112.112526,1,9,S,       770,0,VNA,
Rotation 2,1556,2015,22-Jul-15,KRE,DNC,50.071648,-112.112526,2,1,P,       770,DNC,DNC,
Rotation 2,1556,2015,22-Jul-15,KRE,DNC,50.071648,-112.112526,2,1,S,       770,DNC,DNC,
Rotation 2,1556,2015,22-Jul-15,KRE,DNC,50.071648,-112.112526,2,3,P,       770,0,VNA,
Rotation 2,1556,2015,22-Jul-15,KRE,DNC,50.071648,-112.112526,2,3,S,       770,0,VNA,
Rotation 2,1556,2015,22-Jul-15,KRE,DNC,50.071648,-112.112526,2,5,P,       770,0,VNA,
Rotation 2,1556,2015,22-Jul-15,KRE,DNC,50.071648,-112.112526,2,5,S,       770,0,VNA,
Rotation 2,1556,2015,22-Jul-15,KRE,DNC,50.071648,-112.112526,2,7,P,       770,0,VNA,
Rotation 2,1556,2015,22-Jul-15,KRE,DNC,50.071648,-112.112526,2,7,S,       770,0,VNA,
Rotation 2,1556,2015,22-Jul-15,KRE,DNC,50.071648,-112.112526,2,9,P,       770,0,VNA,
Rotation 2,1556,2015,22-Jul-15,KRE,DNC,50.071648,-112.112526,2,9,S,       770,0,VNA,
Rotation 2,1557,2015,27-May-15,MSA,DNC,50.030048,-111.793381,1,1,P,       787,0,VNA,
Rotation 2,1557,2015,27-May-15,MSA,DNC,50.030048,-111.793381,1,1,S,       787,0,VNA,
Rotation 2,1557,2015,27-May-15,MSA,DNC,50.030048,-111.793381,1,2,P,       787,0,VNA,
Rotation 2,1557,2015,27-May-15,MSA,DNC,50.030048,-111.793381,1,2,S,       787,0,VNA,
Rotation 2,1557,2015,27-May-15,MSA,DNC,50.030048,-111.793381,1,3,P,       787,0,VNA,
Rotation 2,1557,2015,27-May-15,MSA,DNC,50.030048,-111.793381,1,3,S,       787,0,VNA,
Rotation 2,1557,2015,27-May-15,MSA,DNC,50.030048,-111.793381,1,4,P,       787,0,VNA,
Rotation 2,1557,2015,27-May-15,MSA,DNC,50.030048,-111.793381,1,4,S,       787,0,VNA,
Rotation 2,1557,2015,27-May-15,MSA,DNC,50.030048,-111.793381,1,5,P,       787,0,VNA,
Rotation 2,1557,2015,27-May-15,MSA,DNC,50.030048,-111.793381,1,5,S,       787,0,VNA,
Rotation 2,1557,2015,27-May-15,MSA,DNC,50.030048,-111.793381,1,6,P,       787,0,VNA,
Rotation 2,1557,2015,27-May-15,MSA,DNC,50.030048,-111.793381,1,6,S,       787,0,VNA,
Rotation 2,1557,2015,27-May-15,MSA,DNC,50.030048,-111.793381,1,7,P,       787,0,VNA,
Rotation 2,1557,2015,27-May-15,MSA,DNC,50.030048,-111.793381,1,7,S,       787,0,VNA,
Rotation 2,1557,2015,27-May-15,MSA,DNC,50.030048,-111.793381,1,8,P,       787,0,VNA,
Rotation 2,1557,2015,27-May-15,MSA,DNC,50.030048,-111.793381,1,8,S,       787,0,VNA,
Rotation 2,1557,2015,27-May-15,MSA,DNC,50.030048,-111.793381,1,9,P,       787,0,VNA,
Rotation 2,1557,2015,27-May-15,MSA,DNC,50.030048,-111.793381,1,9,S,       787,0,VNA,
Rotation 2,1557,2015,22-Jul-15,KRE,DNC,50.030048,-111.793381,2,1,P,       787,0,VNA,
Rotation 2,1557,2015,22-Jul-15,KRE,DNC,50.030048,-111.793381,2,1,S,       787,0,VNA,
Rotation 2,1557,2015,22-Jul-15,KRE,DNC,50.030048,-111.793381,2,3,P,       787,0,VNA,
Rotation 2,1557,2015,22-Jul-15,KRE,DNC,50.030048,-111.793381,2,3,S,       787,0,VNA,
Rotation 2,1557,2015,22-Jul-15,KRE,DNC,50.030048,-111.793381,2,5,P,       787,0,VNA,
Rotation 2,1557,2015,22-Jul-15,KRE,DNC,50.030048,-111.793381,2,5,S,       787,0,VNA,
Rotation 2,1557,2015,22-Jul-15,KRE,DNC,50.030048,-111.793381,2,7,P,       787,0,VNA,
Rotation 2,1557,2015,22-Jul-15,KRE,DNC,50.030048,-111.793381,2,7,S,       787,0,VNA,
Rotation 2,1557,2015,22-Jul-15,KRE,DNC,50.030048,-111.793381,2,9,P,       787,0,VNA,
Rotation 2,1557,2015,22-Jul-15,KRE,DNC,50.030048,-111.793381,2,9,S,       787,0,VNA,
Rotation 2,1558,2015,28-May-15,JAL,DNC,50.003742,-111.578972,1,1,P,       716,0,VNA,
Rotation 2,1558,2015,28-May-15,JAL,DNC,50.003742,-111.578972,1,1,S,       716,0,VNA,
Rotation 2,1558,2015,28-May-15,JAL,DNC,50.003742,-111.578972,1,2,P,       716,0,VNA,
Rotation 2,1558,2015,28-May-15,JAL,DNC,50.003742,-111.578972,1,2,S,       716,0,VNA,
Rotation 2,1558,2015,28-May-15,JAL,DNC,50.003742,-111.578972,1,3,P,       716,3,261,
Rotation 2,1558,2015,28-May-15,JAL,DNC,50.003742,-111.578972,1,3,S,       716,3,261,
Rotation 2,1558,2015,28-May-15,JAL,DNC,50.003742,-111.578972,1,4,P,       716,2,265,
Rotation 2,1558,2015,28-May-15,JAL,DNC,50.003742,-111.578972,1,4,S,       716,2,265,
Rotation 2,1558,2015,28-May-15,JAL,DNC,50.003742,-111.578972,1,5,P,       716,1,270,
Rotation 2,1558,2015,28-May-15,JAL,DNC,50.003742,-111.578972,1,5,S,       716,1,270,
Rotation 2,1558,2015,28-May-15,JAL,DNC,50.003742,-111.578972,1,6,P,       716,0,VNA,
Rotation 2,1558,2015,28-May-15,JAL,DNC,50.003742,-111.578972,1,6,S,       716,0,VNA,
Rotation 2,1558,2015,28-May-15,JAL,DNC,50.003742,-111.578972,1,7,P,       716,0,VNA,
Rotation 2,1558,2015,28-May-15,JAL,DNC,50.003742,-111.578972,1,7,S,       716,0,VNA,
Rotation 2,1558,2015,28-May-15,JAL,DNC,50.003742,-111.578972,1,8,P,       716,0,VNA,
Rotation 2,1558,2015,28-May-15,JAL,DNC,50.003742,-111.578972,1,8,S,       716,0,VNA,
Rotation 2,1558,2015,28-May-15,JAL,DNC,50.003742,-111.578972,1,9,P,       716,0,VNA,
Rotation 2,1558,2015,28-May-15,JAL,DNC,50.003742,-111.578972,1,9,S,       716,0,VNA,
Rotation 2,1558,2015,22-Jul-15,KRE,DNC,50.003742,-111.578972,2,1,P,       716,DNC,DNC,
Rotation 2,1558,2015,22-Jul-15,KRE,DNC,50.003742,-111.578972,2,1,S,       716,DNC,DNC,
Rotation 2,1558,2015,22-Jul-15,KRE,DNC,50.003742,-111.578972,2,3,P,       716,1,276,
Rotation 2,1558,2015,22-Jul-15,KRE,DNC,50.003742,-111.578972,2,3,S,       716,1,276,
Rotation 2,1558,2015,22-Jul-15,KRE,DNC,50.003742,-111.578972,2,5,P,       716,1,278,
Rotation 2,1558,2015,22-Jul-15,KRE,DNC,50.003742,-111.578972,2,5,S,       716,1,278,
Rotation 2,1558,2015,22-Jul-15,KRE,DNC,50.003742,-111.578972,2,7,P,       716,0,VNA,
Rotation 2,1558,2015,22-Jul-15,KRE,DNC,50.003742,-111.578972,2,7,S,       716,0,VNA,
Rotation 2,1558,2015,22-Jul-15,KRE,DNC,50.003742,-111.578972,2,9,P,       716,3,262,
Rotation 2,1558,2015,22-Jul-15,KRE,DNC,50.003742,-111.578972,2,9,S,       716,3,262,
Rotation 2,1573,2015,29-May-15,MSA,DNC,49.896278,-112.10746,1,1,P,       783,0,VNA,
Rotation 2,1573,2015,29-May-15,MSA,DNC,49.896278,-112.10746,1,1,S,       783,0,VNA,
Rotation 2,1573,2015,29-May-15,MSA,DNC,49.896278,-112.10746,1,2,P,       783,0,VNA,
Rotation 2,1573,2015,29-May-15,MSA,DNC,49.896278,-112.10746,1,2,S,       783,0,VNA,
Rotation 2,1573,2015,29-May-15,MSA,DNC,49.896278,-112.10746,1,3,P,       783,0,VNA,
Rotation 2,1573,2015,29-May-15,MSA,DNC,49.896278,-112.10746,1,3,S,       783,0,VNA,
Rotation 2,1573,2015,29-May-15,MSA,DNC,49.896278,-112.10746,1,4,P,       783,0,VNA,
Rotation 2,1573,2015,29-May-15,MSA,DNC,49.896278,-112.10746,1,4,S,       783,0,VNA,
Rotation 2,1573,2015,29-May-15,MSA,DNC,49.896278,-112.10746,1,5,P,       783,0,VNA,
Rotation 2,1573,2015,29-May-15,MSA,DNC,49.896278,-112.10746,1,5,S,       783,0,VNA,
Rotation 2,1573,2015,29-May-15,MSA,DNC,49.896278,-112.10746,1,6,P,       783,0,VNA,
Rotation 2,1573,2015,29-May-15,MSA,DNC,49.896278,-112.10746,1,6,S,       783,0,VNA,
Rotation 2,1573,2015,29-May-15,MSA,DNC,49.896278,-112.10746,1,7,P,       783,0,VNA,
Rotation 2,1573,2015,29-May-15,MSA,DNC,49.896278,-112.10746,1,7,S,       783,0,VNA,
Rotation 2,1573,2015,29-May-15,MSA,DNC,49.896278,-112.10746,1,8,P,       783,0,VNA,
Rotation 2,1573,2015,29-May-15,MSA,DNC,49.896278,-112.10746,1,8,S,       783,0,VNA,
Rotation 2,1573,2015,29-May-15,MSA,DNC,49.896278,-112.10746,1,9,P,       783,0,VNA,
Rotation 2,1573,2015,29-May-15,MSA,DNC,49.896278,-112.10746,1,9,S,       783,0,VNA,
Rotation 2,1573,2015,24-Jul-15,MLA,DNC,49.896278,-112.10746,2,1,P,       783,DNC,DNC,
Rotation 2,1573,2015,24-Jul-15,MLA,DNC,49.896278,-112.10746,2,1,S,       783,DNC,DNC,
Rotation 2,1573,2015,24-Jul-15,MLA,DNC,49.896278,-112.10746,2,3,P,       783,0,VNA,
Rotation 2,1573,2015,24-Jul-15,MLA,DNC,49.896278,-112.10746,2,3,S,       783,0,VNA,
Rotation 2,1573,2015,24-Jul-15,MLA,DNC,49.896278,-112.10746,2,5,P,       783,0,VNA,
Rotation 2,1573,2015,24-Jul-15,MLA,DNC,49.896278,-112.10746,2,5,S,       783,0,VNA,
Rotation 2,1573,2015,24-Jul-15,MLA,DNC,49.896278,-112.10746,2,7,P,       783,0,VNA,
Rotation 2,1573,2015,24-Jul-15,MLA,DNC,49.896278,-112.10746,2,7,S,       783,0,VNA,
Rotation 2,1573,2015,24-Jul-15,MLA,DNC,49.896278,-112.10746,2,9,P,       783,0,VNA,
Rotation 2,1573,2015,24-Jul-15,MLA,DNC,49.896278,-112.10746,2,9,S,       783,0,VNA,
Rotation 2,1574,2015,30-May-15,JAL,DNC,49.83321,-111.856102,1,1,P,       799,0,VNA,
Rotation 2,1574,2015,30-May-15,JAL,DNC,49.83321,-111.856102,1,1,S,       799,0,VNA,
Rotation 2,1574,2015,30-May-15,JAL,DNC,49.83321,-111.856102,1,2,P,       799,0,VNA,
Rotation 2,1574,2015,30-May-15,JAL,DNC,49.83321,-111.856102,1,2,S,       799,0,VNA,
Rotation 2,1574,2015,30-May-15,JAL,DNC,49.83321,-111.856102,1,3,P,       799,0,VNA,
Rotation 2,1574,2015,30-May-15,JAL,DNC,49.83321,-111.856102,1,3,S,       799,0,VNA,
Rotation 2,1574,2015,30-May-15,JAL,DNC,49.83321,-111.856102,1,4,P,       799,0,VNA,
Rotation 2,1574,2015,30-May-15,JAL,DNC,49.83321,-111.856102,1,4,S,       799,0,VNA,
Rotation 2,1574,2015,30-May-15,JAL,DNC,49.83321,-111.856102,1,5,P,       799,0,VNA,
Rotation 2,1574,2015,30-May-15,JAL,DNC,49.83321,-111.856102,1,5,S,       799,0,VNA,
Rotation 2,1574,2015,30-May-15,JAL,DNC,49.83321,-111.856102,1,6,P,       799,0,VNA,
Rotation 2,1574,2015,30-May-15,JAL,DNC,49.83321,-111.856102,1,6,S,       799,0,VNA,
Rotation 2,1574,2015,30-May-15,JAL,DNC,49.83321,-111.856102,1,7,P,       799,0,VNA,
Rotation 2,1574,2015,30-May-15,JAL,DNC,49.83321,-111.856102,1,7,S,       799,0,VNA,
Rotation 2,1574,2015,30-May-15,JAL,DNC,49.83321,-111.856102,1,8,P,       799,0,VNA,
Rotation 2,1574,2015,30-May-15,JAL,DNC,49.83321,-111.856102,1,8,S,       799,0,VNA,
Rotation 2,1574,2015,30-May-15,JAL,DNC,49.83321,-111.856102,1,9,P,       799,0,VNA,
Rotation 2,1574,2015,30-May-15,JAL,DNC,49.83321,-111.856102,1,9,S,       799,0,VNA,
Rotation 2,1574,2015,25-Jul-15,MLA,DNC,49.83321,-111.856102,2,1,P,       799,DNC,DNC,
Rotation 2,1574,2015,25-Jul-15,MLA,DNC,49.83321,-111.856102,2,1,S,       799,DNC,DNC,
Rotation 2,1574,2015,25-Jul-15,KRE,DNC,49.83321,-111.856102,2,3,P,       799,0,VNA,
Rotation 2,1574,2015,25-Jul-15,KRE,DNC,49.83321,-111.856102,2,3,S,       799,0,VNA,
Rotation 2,1574,2015,25-Jul-15,MLA,DNC,49.83321,-111.856102,2,5,P,       799,0,VNA,
Rotation 2,1574,2015,25-Jul-15,MLA,DNC,49.83321,-111.856102,2,5,S,       799,0,VNA,
Rotation 2,1574,2015,25-Jul-15,KRE,DNC,49.83321,-111.856102,2,7,P,       799,0,VNA,
Rotation 2,1574,2015,25-Jul-15,KRE,DNC,49.83321,-111.856102,2,7,S,       799,0,VNA,
Rotation 2,1574,2015,25-Jul-15,KRE,DNC,49.83321,-111.856102,2,9,P,       799,0,VNA,
Rotation 2,1574,2015,25-Jul-15,KRE,DNC,49.83321,-111.856102,2,9,S,       799,0,VNA,
Rotation 2,1575,2015,31-May-15,MSA,DNC,49.81501,-111.638481,1,1,P,       805,0,VNA,
Rotation 2,1575,2015,31-May-15,MSA,DNC,49.81501,-111.638481,1,1,S,       805,0,VNA,
Rotation 2,1575,2015,31-May-15,MSA,DNC,49.81501,-111.638481,1,2,P,       805,0,VNA,
Rotation 2,1575,2015,31-May-15,MSA,DNC,49.81501,-111.638481,1,2,S,       805,0,VNA,
Rotation 2,1575,2015,31-May-15,MSA,DNC,49.81501,-111.638481,1,3,P,       805,0,VNA,
Rotation 2,1575,2015,31-May-15,MSA,DNC,49.81501,-111.638481,1,3,S,       805,0,VNA,
Rotation 2,1575,2015,31-May-15,MSA,DNC,49.81501,-111.638481,1,4,P,       805,0,VNA,
Rotation 2,1575,2015,31-May-15,MSA,DNC,49.81501,-111.638481,1,4,S,       805,0,VNA,
Rotation 2,1575,2015,31-May-15,MSA,DNC,49.81501,-111.638481,1,5,P,       805,0,VNA,
Rotation 2,1575,2015,31-May-15,MSA,DNC,49.81501,-111.638481,1,5,S,       805,0,VNA,
Rotation 2,1575,2015,31-May-15,MSA,DNC,49.81501,-111.638481,1,6,P,       805,0,VNA,
Rotation 2,1575,2015,31-May-15,MSA,DNC,49.81501,-111.638481,1,6,S,       805,0,VNA,
Rotation 2,1575,2015,31-May-15,MSA,DNC,49.81501,-111.638481,1,7,P,       805,0,VNA,
Rotation 2,1575,2015,31-May-15,MSA,DNC,49.81501,-111.638481,1,7,S,       805,0,VNA,
Rotation 2,1575,2015,31-May-15,MSA,DNC,49.81501,-111.638481,1,8,P,       805,0,VNA,
Rotation 2,1575,2015,31-May-15,MSA,DNC,49.81501,-111.638481,1,8,S,       805,0,VNA,
Rotation 2,1575,2015,31-May-15,MSA,DNC,49.81501,-111.638481,1,9,P,       805,0,VNA,
Rotation 2,1575,2015,31-May-15,MSA,DNC,49.81501,-111.638481,1,9,S,       805,0,VNA,
Rotation 2,1575,2015,26-Jul-15,MLA,DNC,49.81501,-111.638481,2,1,P,       805,DNC,DNC,
Rotation 2,1575,2015,26-Jul-15,MLA,DNC,49.81501,-111.638481,2,1,S,       805,DNC,DNC,
Rotation 2,1575,2015,26-Jul-15,KRE,DNC,49.81501,-111.638481,2,3,P,       805,0,VNA,
Rotation 2,1575,2015,26-Jul-15,KRE,DNC,49.81501,-111.638481,2,3,S,       805,0,VNA,
Rotation 2,1575,2015,26-Jul-15,KRE,DNC,49.81501,-111.638481,2,5,P,       805,0,VNA,
Rotation 2,1575,2015,26-Jul-15,KRE,DNC,49.81501,-111.638481,2,5,S,       805,0,VNA,
Rotation 2,1575,2015,26-Jul-15,KRE,DNC,49.81501,-111.638481,2,7,P,       805,0,VNA,
Rotation 2,1575,2015,26-Jul-15,KRE,DNC,49.81501,-111.638481,2,7,S,       805,0,VNA,
Rotation 2,1575,2015,26-Jul-15,KRE,DNC,49.81501,-111.638481,2,9,P,       805,0,VNA,
Rotation 2,1575,2015,26-Jul-15,KRE,DNC,49.81501,-111.638481,2,9,S,       805,0,VNA,
Rotation 2,1590,2015,01-Jun-15,JAL,DNC,49.743179,-112.16703,1,1,P,       841,0,VNA,
Rotation 2,1590,2015,01-Jun-15,JAL,DNC,49.743179,-112.16703,1,1,S,       841,0,VNA,
Rotation 2,1590,2015,01-Jun-15,JAL,DNC,49.743179,-112.16703,1,2,P,       841,0,VNA,
Rotation 2,1590,2015,01-Jun-15,JAL,DNC,49.743179,-112.16703,1,2,S,       841,0,VNA,
Rotation 2,1590,2015,01-Jun-15,JAL,DNC,49.743179,-112.16703,1,3,P,       841,0,VNA,
Rotation 2,1590,2015,01-Jun-15,JAL,DNC,49.743179,-112.16703,1,3,S,       841,0,VNA,
Rotation 2,1590,2015,01-Jun-15,JAL,DNC,49.743179,-112.16703,1,4,P,       841,0,VNA,
Rotation 2,1590,2015,01-Jun-15,JAL,DNC,49.743179,-112.16703,1,4,S,       841,0,VNA,
Rotation 2,1590,2015,01-Jun-15,JAL,DNC,49.743179,-112.16703,1,5,P,       841,0,VNA,
Rotation 2,1590,2015,01-Jun-15,JAL,DNC,49.743179,-112.16703,1,5,S,       841,0,VNA,
Rotation 2,1590,2015,01-Jun-15,JAL,DNC,49.743179,-112.16703,1,6,P,       841,0,VNA,
Rotation 2,1590,2015,01-Jun-15,JAL,DNC,49.743179,-112.16703,1,6,S,       841,0,VNA,
Rotation 2,1590,2015,01-Jun-15,JAL,DNC,49.743179,-112.16703,1,7,P,       841,0,VNA,
Rotation 2,1590,2015,01-Jun-15,JAL,DNC,49.743179,-112.16703,1,7,S,       841,0,VNA,
Rotation 2,1590,2015,01-Jun-15,JAL,DNC,49.743179,-112.16703,1,8,P,       841,0,VNA,
Rotation 2,1590,2015,01-Jun-15,JAL,DNC,49.743179,-112.16703,1,8,S,       841,0,VNA,
Rotation 2,1590,2015,01-Jun-15,JAL,DNC,49.743179,-112.16703,1,9,P,       841,0,VNA,
Rotation 2,1590,2015,01-Jun-15,JAL,DNC,49.743179,-112.16703,1,9,S,       841,0,VNA,
Rotation 2,1590,2015,27-Jul-15,MLA,DNC,49.743179,-112.16703,2,1,P,       841,DNC,DNC,
Rotation 2,1590,2015,27-Jul-15,MLA,DNC,49.743179,-112.16703,2,1,S,       841,DNC,DNC,
Rotation 2,1590,2015,27-Jul-15,MLA,DNC,49.743179,-112.16703,2,3,P,       841,0,VNA,
Rotation 2,1590,2015,27-Jul-15,MLA,DNC,49.743179,-112.16703,2,3,S,       841,0,VNA,
Rotation 2,1590,2015,27-Jul-15,MLA,DNC,49.743179,-112.16703,2,5,P,       841,0,VNA,
Rotation 2,1590,2015,27-Jul-15,MLA,DNC,49.743179,-112.16703,2,5,S,       841,0,VNA,
Rotation 2,1590,2015,27-Jul-15,MLA,DNC,49.743179,-112.16703,2,7,P,       841,0,VNA,
Rotation 2,1590,2015,27-Jul-15,MLA,DNC,49.743179,-112.16703,2,7,S,       841,0,VNA,
Rotation 2,1590,2015,27-Jul-15,MLA,DNC,49.743179,-112.16703,2,9,P,       841,0,VNA,
Rotation 2,1590,2015,27-Jul-15,MLA,DNC,49.743179,-112.16703,2,9,S,       841,0,VNA,
Rotation 2,1591,2015,02-Jun-15,MSA,DNC,49.692783,-111.960442,1,1,P,       863,0,VNA,
Rotation 2,1591,2015,02-Jun-15,MSA,DNC,49.692783,-111.960442,1,1,S,       863,0,VNA,
Rotation 2,1591,2015,02-Jun-15,MSA,DNC,49.692783,-111.960442,1,2,P,       863,0,VNA,
Rotation 2,1591,2015,02-Jun-15,MSA,DNC,49.692783,-111.960442,1,2,S,       863,0,VNA,
Rotation 2,1591,2015,02-Jun-15,MSA,DNC,49.692783,-111.960442,1,3,P,       863,0,VNA,
Rotation 2,1591,2015,02-Jun-15,MSA,DNC,49.692783,-111.960442,1,3,S,       863,0,VNA,
Rotation 2,1591,2015,02-Jun-15,MSA,DNC,49.692783,-111.960442,1,4,P,       863,0,VNA,
Rotation 2,1591,2015,02-Jun-15,MSA,DNC,49.692783,-111.960442,1,4,S,       863,0,VNA,
Rotation 2,1591,2015,02-Jun-15,MSA,DNC,49.692783,-111.960442,1,5,P,       863,0,VNA,
Rotation 2,1591,2015,02-Jun-15,MSA,DNC,49.692783,-111.960442,1,5,S,       863,0,VNA,
Rotation 2,1591,2015,02-Jun-15,MSA,DNC,49.692783,-111.960442,1,6,P,       863,0,VNA,
Rotation 2,1591,2015,02-Jun-15,MSA,DNC,49.692783,-111.960442,1,6,S,       863,0,VNA,
Rotation 2,1591,2015,02-Jun-15,MSA,DNC,49.692783,-111.960442,1,7,P,       863,0,VNA,
Rotation 2,1591,2015,02-Jun-15,MSA,DNC,49.692783,-111.960442,1,7,S,       863,0,VNA,
Rotation 2,1591,2015,02-Jun-15,MSA,DNC,49.692783,-111.960442,1,8,P,       863,0,VNA,
Rotation 2,1591,2015,02-Jun-15,MSA,DNC,49.692783,-111.960442,1,8,S,       863,0,VNA,
Rotation 2,1591,2015,02-Jun-15,MSA,DNC,49.692783,-111.960442,1,9,P,       863,0,VNA,
Rotation 2,1591,2015,02-Jun-15,MSA,DNC,49.692783,-111.960442,1,9,S,       863,0,VNA,
Rotation 2,1591,2015,27-Jul-15,MLA,DNC,49.692783,-111.960442,2,1,P,       863,DNC,DNC,
Rotation 2,1591,2015,27-Jul-15,MLA,DNC,49.692783,-111.960442,2,1,S,       863,DNC,DNC,
Rotation 2,1591,2015,27-Jul-15,MLA,DNC,49.692783,-111.960442,2,3,P,       863,0,VNA,
Rotation 2,1591,2015,27-Jul-15,MLA,DNC,49.692783,-111.960442,2,3,S,       863,0,VNA,
Rotation 2,1591,2015,27-Jul-15,MLA,DNC,49.692783,-111.960442,2,5,P,       863,0,VNA,
Rotation 2,1591,2015,27-Jul-15,MLA,DNC,49.692783,-111.960442,2,5,S,       863,0,VNA,
Rotation 2,1591,2015,27-Jul-15,MLA,DNC,49.692783,-111.960442,2,7,P,       863,0,VNA,
Rotation 2,1591,2015,27-Jul-15,MLA,DNC,49.692783,-111.960442,2,7,S,       863,0,VNA,
Rotation 2,1591,2015,27-Jul-15,MLA,DNC,49.692783,-111.960442,2,9,P,       863,0,VNA,
