"Rotation","ABMI Site","Year","Field Date","Field Crew Member(s)","Sub-ordinal transect","Canopy Cover Location","Canopy Closure (Open dots)"
Rotation 1,1452B,2016,11-Jul-16,CZA,SW,2,96,
Rotation 1,1612B,2016,26-Jul-16,JNI,NE,1,96,
Rotation 1,1612B,2016,26-Jul-16,JNI,NE,2,96,
Rotation 1,1612B,2016,26-Jul-16,JNI,NW,1,96,
Rotation 1,1612B,2016,26-Jul-16,JNI,NW,2,96,
Rotation 1,1612B,2016,26-Jul-16,JNI,SE,1,96,
Rotation 1,1612B,2016,26-Jul-16,JNI,SE,2,96,
Rotation 1,1612B,2016,26-Jul-16,JNI,SW,1,96,
Rotation 1,1612B,2016,26-Jul-16,JNI,SW,2,96,
Rotation 1,1627B,2016,22-Jul-16,JNI,NE,1,96,
Rotation 1,1627B,2016,22-Jul-16,JNI,NE,2,96,
Rotation 1,1627B,2016,22-Jul-16,JNI,NW,1,96,
Rotation 1,1627B,2016,22-Jul-16,JNI,NW,2,96,
Rotation 1,1627B,2016,22-Jul-16,JNI,SE,1,96,
Rotation 1,1627B,2016,22-Jul-16,JNI,SE,2,96,
Rotation 1,1627B,2016,22-Jul-16,JNI,SW,1,96,
Rotation 1,1627B,2016,22-Jul-16,JNI,SW,2,96,
Rotation 2,4,2017,25-Jul-17,KJE,NE,1,14,
Rotation 2,4,2017,25-Jul-17,KJE,NE,2,0,
Rotation 2,4,2017,25-Jul-17,KJE,NW,1,43,
Rotation 2,4,2017,25-Jul-17,KJE,NW,2,43,
Rotation 2,4,2017,25-Jul-17,KJE,SE,1,89,
Rotation 2,4,2017,25-Jul-17,KJE,SE,2,17,
Rotation 2,4,2017,25-Jul-17,KJE,SW,1,39,
Rotation 2,4,2017,25-Jul-17,KJE,SW,2,65,
Rotation 2,5,2017,26-Jul-17,KJE,NE,1,9,
Rotation 2,5,2017,26-Jul-17,KJE,NE,2,96,
Rotation 2,5,2017,26-Jul-17,KJE,NW,1,88,
Rotation 2,5,2017,26-Jul-17,KJE,NW,2,72,
Rotation 2,5,2017,26-Jul-17,KJE,SE,1,96,
Rotation 2,5,2017,26-Jul-17,KJE,SE,2,96,
Rotation 2,5,2017,26-Jul-17,KJE,SW,1,96,
Rotation 2,5,2017,26-Jul-17,KJE,SW,2,96,
Rotation 2,6,2017,25-Jul-17,BLA,NE,1,2,
Rotation 2,6,2017,25-Jul-17,BLA,NE,2,24,
Rotation 2,6,2017,25-Jul-17,BLA,NW,1,50,
Rotation 2,6,2017,25-Jul-17,BLA,NW,2,58,
Rotation 2,6,2017,25-Jul-17,BLA,SE,1,11,
Rotation 2,6,2017,25-Jul-17,BLA,SE,2,25,
Rotation 2,6,2017,25-Jul-17,BLA,SW,1,55,
Rotation 2,6,2017,25-Jul-17,BLA,SW,2,64,
Rotation 2,16,2017,23-Jul-17,RHI,NE,1,96,
Rotation 2,16,2017,23-Jul-17,RHI,NE,2,96,
Rotation 2,16,2017,23-Jul-17,RHI,NW,1,96,
Rotation 2,16,2017,23-Jul-17,RHI,NW,2,96,
Rotation 2,16,2017,23-Jul-17,RHI,SE,1,96,
Rotation 2,16,2017,23-Jul-17,RHI,SE,2,96,
Rotation 2,16,2017,23-Jul-17,RHI,SW,1,96,
Rotation 2,16,2017,23-Jul-17,RHI,SW,2,96,
Rotation 2,17,2017,24-Jul-17,BLA,NE,1,32,
Rotation 2,17,2017,24-Jul-17,BLA,NE,2,42,
Rotation 2,17,2017,24-Jul-17,BLA,NW,1,48,
Rotation 2,17,2017,24-Jul-17,BLA,NW,2,80,
Rotation 2,17,2017,24-Jul-17,BLA,SE,1,69,
Rotation 2,17,2017,24-Jul-17,BLA,SE,2,86,
Rotation 2,17,2017,24-Jul-17,BLA,SW,1,4,
Rotation 2,17,2017,24-Jul-17,BLA,SW,2,88,
Rotation 2,18,2017,26-Jul-17,BLA,NE,1,24,
Rotation 2,18,2017,26-Jul-17,BLA,NE,2,48,
Rotation 2,18,2017,26-Jul-17,BLA,NW,1,87,
Rotation 2,18,2017,26-Jul-17,BLA,NW,2,20,
Rotation 2,18,2017,26-Jul-17,BLA,SE,1,96,
Rotation 2,18,2017,26-Jul-17,BLA,SE,2,34,
Rotation 2,18,2017,26-Jul-17,BLA,SW,1,81,
Rotation 2,18,2017,26-Jul-17,BLA,SW,2,9,
Rotation 2,35,2017,23-Jul-17,KJE,NE,1,96,
Rotation 2,35,2017,23-Jul-17,KJE,NE,2,96,
Rotation 2,35,2017,23-Jul-17,KJE,NW,1,80,
Rotation 2,35,2017,23-Jul-17,KJE,NW,2,96,
Rotation 2,35,2017,23-Jul-17,KJE,SE,1,96,
Rotation 2,35,2017,23-Jul-17,KJE,SE,2,94,
Rotation 2,35,2017,23-Jul-17,KJE,SW,1,92,
Rotation 2,35,2017,23-Jul-17,KJE,SW,2,96,
Rotation 2,36,2017,23-Jul-17,BLA,NE,1,6,
Rotation 2,36,2017,23-Jul-17,BLA,NE,2,1,
Rotation 2,36,2017,23-Jul-17,BLA,NW,1,7,
Rotation 2,36,2017,23-Jul-17,BLA,NW,2,5,
Rotation 2,36,2017,23-Jul-17,BLA,SE,1,11,
Rotation 2,36,2017,23-Jul-17,BLA,SE,2,29,
Rotation 2,36,2017,23-Jul-17,BLA,SW,1,3,
Rotation 2,36,2017,23-Jul-17,BLA,SW,2,0,
Rotation 2,37,2017,27-Jul-17,BLA,NE,1,0,
Rotation 2,37,2017,27-Jul-17,BLA,NE,2,62,
Rotation 2,37,2017,27-Jul-17,BLA,NW,1,87,
Rotation 2,37,2017,27-Jul-17,BLA,NW,2,92,
Rotation 2,37,2017,27-Jul-17,BLA,SE,1,4,
Rotation 2,37,2017,27-Jul-17,BLA,SE,2,0,
Rotation 2,37,2017,27-Jul-17,BLA,SW,1,4,
Rotation 2,37,2017,27-Jul-17,BLA,SW,2,31,
Rotation 2,120,2017,22-Jul-17,KJE,NE,1,96,
Rotation 2,120,2017,22-Jul-17,KJE,NE,2,96,
Rotation 2,120,2017,22-Jul-17,KJE,NW,1,96,
Rotation 2,120,2017,22-Jul-17,KJE,NW,2,96,
Rotation 2,120,2017,22-Jul-17,KJE,SE,1,83,
Rotation 2,120,2017,22-Jul-17,KJE,SE,2,88,
Rotation 2,120,2017,22-Jul-17,KJE,SW,1,13,
Rotation 2,120,2017,22-Jul-17,KJE,SW,2,88,
Rotation 2,152,2017,11-Jul-17,BMC,NE,1,VNA,
Rotation 2,152,2017,11-Jul-17,BMC,NE,2,VNA,
Rotation 2,152,2017,11-Jul-17,BMC,NW,1,VNA,
Rotation 2,152,2017,11-Jul-17,BMC,NW,2,VNA,
Rotation 2,152,2017,11-Jul-17,BMC,SE,1,VNA,
Rotation 2,152,2017,11-Jul-17,BMC,SE,2,VNA,
Rotation 2,152,2017,11-Jul-17,BMC,SW,1,VNA,
Rotation 2,152,2017,11-Jul-17,BMC,SW,2,VNA,
Rotation 2,153,2017,11-Jul-17,BMC,NE,1,VNA,
Rotation 2,153,2017,11-Jul-17,BMC,NE,2,VNA,
Rotation 2,153,2017,11-Jul-17,BMC,NW,1,VNA,
Rotation 2,153,2017,11-Jul-17,BMC,NW,2,VNA,
Rotation 2,153,2017,11-Jul-17,BMC,SE,1,VNA,
Rotation 2,153,2017,11-Jul-17,BMC,SE,2,VNA,
Rotation 2,153,2017,11-Jul-17,BMC,SW,1,VNA,
Rotation 2,153,2017,11-Jul-17,BMC,SW,2,VNA,
Rotation 2,154,2017,21-Jul-17,KJE,NE,1,96,
Rotation 2,154,2017,21-Jul-17,KJE,NE,2,28,
Rotation 2,154,2017,21-Jul-17,KJE,NW,1,50,
Rotation 2,154,2017,21-Jul-17,KJE,NW,2,95,
Rotation 2,154,2017,21-Jul-17,KJE,SE,1,94,
Rotation 2,154,2017,21-Jul-17,KJE,SE,2,84,
Rotation 2,154,2017,21-Jul-17,KJE,SW,1,63,
Rotation 2,154,2017,21-Jul-17,KJE,SW,2,88,
Rotation 2,181,2017,28-Jul-17,BLA,NE,1,96,
Rotation 2,181,2017,28-Jul-17,BLA,NE,2,96,
Rotation 2,181,2017,28-Jul-17,BLA,NW,1,96,
Rotation 2,181,2017,28-Jul-17,BLA,NW,2,96,
Rotation 2,181,2017,28-Jul-17,BLA,SE,1,96,
Rotation 2,181,2017,28-Jul-17,BLA,SE,2,96,
Rotation 2,181,2017,28-Jul-17,BLA,SW,1,96,
Rotation 2,181,2017,28-Jul-17,BLA,SW,2,96,
Rotation 2,182,2017,20-Jul-17,KJE,NE,1,72,
Rotation 2,182,2017,20-Jul-17,KJE,NE,2,33,
Rotation 2,182,2017,20-Jul-17,KJE,NW,1,36,
Rotation 2,182,2017,20-Jul-17,KJE,NW,2,13,
Rotation 2,182,2017,20-Jul-17,KJE,SE,1,13,
Rotation 2,182,2017,20-Jul-17,KJE,SE,2,6,
Rotation 2,182,2017,20-Jul-17,KJE,SW,1,14,
Rotation 2,182,2017,20-Jul-17,KJE,SW,2,12,
Rotation 2,183,2017,22-Jul-17,BLA,NE,1,96,
Rotation 2,183,2017,22-Jul-17,BLA,NE,2,96,
Rotation 2,183,2017,22-Jul-17,BLA,NW,1,96,
Rotation 2,183,2017,22-Jul-17,BLA,NW,2,96,
Rotation 2,183,2017,22-Jul-17,BLA,SE,1,90,
Rotation 2,183,2017,22-Jul-17,BLA,SE,2,96,
Rotation 2,183,2017,22-Jul-17,BLA,SW,1,96,
Rotation 2,183,2017,22-Jul-17,BLA,SW,2,49,
Rotation 2,210,2017,27-Jul-17,KJE,NE,1,72,
Rotation 2,210,2017,27-Jul-17,KJE,NE,2,76,
Rotation 2,210,2017,27-Jul-17,KJE,NW,1,84,
Rotation 2,210,2017,27-Jul-17,KJE,NW,2,89,
Rotation 2,210,2017,27-Jul-17,KJE,SE,1,91,
Rotation 2,210,2017,27-Jul-17,KJE,SE,2,79,
Rotation 2,210,2017,27-Jul-17,KJE,SW,1,70,
Rotation 2,210,2017,27-Jul-17,KJE,SW,2,51,
Rotation 2,211,2017,20-Jul-17,BLA,NE,1,24,
Rotation 2,211,2017,20-Jul-17,BLA,NE,2,8,
Rotation 2,211,2017,20-Jul-17,BLA,NW,1,7,
Rotation 2,211,2017,20-Jul-17,BLA,NW,2,23,
Rotation 2,211,2017,20-Jul-17,BLA,SE,1,27,
Rotation 2,211,2017,20-Jul-17,BLA,SE,2,45,
Rotation 2,211,2017,20-Jul-17,BLA,SW,1,37,
Rotation 2,211,2017,20-Jul-17,BLA,SW,2,26,
Rotation 2,212,2017,21-Jul-17,BLA,NE,1,96,
Rotation 2,212,2017,21-Jul-17,BLA,NE,2,96,
Rotation 2,212,2017,21-Jul-17,BLA,NW,1,96,
Rotation 2,212,2017,21-Jul-17,BLA,NW,2,96,
Rotation 2,212,2017,21-Jul-17,BLA,SE,1,96,
Rotation 2,212,2017,21-Jul-17,BLA,SE,2,96,
Rotation 2,212,2017,21-Jul-17,BLA,SW,1,96,
Rotation 2,212,2017,21-Jul-17,BLA,SW,2,96,
Rotation 2,332,2017,05-Jul-17,TAS,NE,1,48,
Rotation 2,332,2017,05-Jul-17,TAS,NE,2,26,
Rotation 2,332,2017,05-Jul-17,TAS,NW,1,61,
Rotation 2,332,2017,05-Jul-17,TAS,NW,2,4,
Rotation 2,332,2017,05-Jul-17,TAS,SE,1,69,
Rotation 2,332,2017,05-Jul-17,TAS,SE,2,88,
Rotation 2,332,2017,05-Jul-17,TAS,SW,1,60,
Rotation 2,332,2017,05-Jul-17,TAS,SW,2,16,
Rotation 2,361,2017,04-Jul-17,TAS,NE,1,19,
Rotation 2,361,2017,04-Jul-17,TAS,NE,2,18,
Rotation 2,361,2017,04-Jul-17,TAS,NW,1,11,
Rotation 2,361,2017,04-Jul-17,TAS,NW,2,16,
Rotation 2,361,2017,04-Jul-17,TAS,SE,1,18,
Rotation 2,361,2017,04-Jul-17,TAS,SE,2,30,
Rotation 2,361,2017,04-Jul-17,TAS,SW,1,32,
Rotation 2,361,2017,04-Jul-17,TAS,SW,2,60,
Rotation 2,362,2017,06-Jul-17,TAS,NE,1,17,
Rotation 2,362,2017,06-Jul-17,TAS,NE,2,60,
Rotation 2,362,2017,06-Jul-17,TAS,NW,1,82,
Rotation 2,362,2017,06-Jul-17,TAS,NW,2,25,
Rotation 2,362,2017,06-Jul-17,TAS,SE,1,86,
Rotation 2,362,2017,06-Jul-17,TAS,SE,2,91,
Rotation 2,362,2017,06-Jul-17,TAS,SW,1,80,
Rotation 2,362,2017,06-Jul-17,TAS,SW,2,26,
Rotation 2,391,2017,03-Jul-17,TAS,NE,1,31,
Rotation 2,391,2017,03-Jul-17,TAS,NE,2,94,
Rotation 2,391,2017,03-Jul-17,TAS,NW,1,83,
Rotation 2,391,2017,03-Jul-17,TAS,NW,2,80,
Rotation 2,391,2017,03-Jul-17,TAS,SE,1,84,
Rotation 2,391,2017,03-Jul-17,TAS,SE,2,35,
Rotation 2,391,2017,03-Jul-17,TAS,SW,1,52,
Rotation 2,391,2017,03-Jul-17,TAS,SW,2,3,
Rotation 2,392,2017,04-Jul-17,DLO,NE,1,58,
Rotation 2,392,2017,04-Jul-17,DLO,NE,2,19,
Rotation 2,392,2017,04-Jul-17,DLO,NW,1,96,
Rotation 2,392,2017,04-Jul-17,DLO,NW,2,94,
Rotation 2,392,2017,04-Jul-17,DLO,SE,1,66,
Rotation 2,392,2017,04-Jul-17,DLO,SE,2,73,
Rotation 2,392,2017,04-Jul-17,DLO,SW,1,96,
Rotation 2,392,2017,04-Jul-17,DLO,SW,2,71,
Rotation 2,415,2017,07-Jul-17,BLA,NE,1,4,
Rotation 2,415,2017,07-Jul-17,BLA,NE,2,15,
Rotation 2,415,2017,07-Jul-17,BLA,NW,1,24,
Rotation 2,415,2017,07-Jul-17,BLA,NW,2,5,
Rotation 2,415,2017,07-Jul-17,BLA,SE,1,1,
Rotation 2,415,2017,07-Jul-17,BLA,SE,2,20,
Rotation 2,415,2017,07-Jul-17,BLA,SW,1,7,
Rotation 2,415,2017,07-Jul-17,BLA,SW,2,21,
Rotation 2,416,2017,06-Jul-17,KJE,NE,1,20,
Rotation 2,416,2017,06-Jul-17,KJE,NE,2,9,
Rotation 2,416,2017,06-Jul-17,KJE,NW,1,11,
Rotation 2,416,2017,06-Jul-17,KJE,NW,2,10,
Rotation 2,416,2017,06-Jul-17,KJE,SE,1,15,
Rotation 2,416,2017,06-Jul-17,KJE,SE,2,23,
Rotation 2,416,2017,06-Jul-17,KJE,SW,1,36,
Rotation 2,416,2017,06-Jul-17,KJE,SW,2,37,
Rotation 2,417,2017,07-Jul-17,KJE,NE,1,35,
Rotation 2,417,2017,07-Jul-17,KJE,NE,2,34,
Rotation 2,417,2017,07-Jul-17,KJE,NW,1,34,
Rotation 2,417,2017,07-Jul-17,KJE,NW,2,24,
Rotation 2,417,2017,07-Jul-17,KJE,SE,1,29,
Rotation 2,417,2017,07-Jul-17,KJE,SE,2,22,
Rotation 2,417,2017,07-Jul-17,KJE,SW,1,2,
Rotation 2,417,2017,07-Jul-17,KJE,SW,2,10,
Rotation 2,421,2017,03-Jul-17,DLO,NE,1,85,
Rotation 2,421,2017,03-Jul-17,DLO,NE,2,31,
Rotation 2,421,2017,03-Jul-17,DLO,NW,1,10,
Rotation 2,421,2017,03-Jul-17,DLO,NW,2,24,
Rotation 2,421,2017,03-Jul-17,DLO,SE,1,29,
Rotation 2,421,2017,03-Jul-17,DLO,SE,2,51,
Rotation 2,421,2017,03-Jul-17,DLO,SW,1,37,
Rotation 2,421,2017,03-Jul-17,DLO,SW,2,41,
Rotation 2,422,2017,05-Jul-17,DLO,NE,1,91,
Rotation 2,422,2017,05-Jul-17,DLO,NE,2,96,
Rotation 2,422,2017,05-Jul-17,DLO,NW,1,43,
Rotation 2,422,2017,05-Jul-17,DLO,NW,2,45,
Rotation 2,422,2017,05-Jul-17,DLO,SE,1,29,
Rotation 2,422,2017,05-Jul-17,DLO,SE,2,32,
Rotation 2,422,2017,05-Jul-17,DLO,SW,1,16,
Rotation 2,422,2017,05-Jul-17,DLO,SW,2,18,
Rotation 2,445,2017,06-Jul-17,BLA,NE,1,96,
Rotation 2,445,2017,06-Jul-17,BLA,NE,2,26,
Rotation 2,445,2017,06-Jul-17,BLA,NW,1,42,
Rotation 2,445,2017,06-Jul-17,BLA,NW,2,6,
Rotation 2,445,2017,06-Jul-17,BLA,SE,1,95,
Rotation 2,445,2017,06-Jul-17,BLA,SE,2,77,
Rotation 2,445,2017,06-Jul-17,BLA,SW,1,69,
Rotation 2,445,2017,06-Jul-17,BLA,SW,2,55,
Rotation 2,446,2017,05-Jul-17,KJE,NE,1,73,
Rotation 2,446,2017,05-Jul-17,KJE,NE,2,60,
Rotation 2,446,2017,05-Jul-17,KJE,NW,1,6,
Rotation 2,446,2017,05-Jul-17,KJE,NW,2,10,
Rotation 2,446,2017,05-Jul-17,KJE,SE,1,12,
Rotation 2,446,2017,05-Jul-17,KJE,SE,2,90,
Rotation 2,446,2017,05-Jul-17,KJE,SW,1,27,
Rotation 2,446,2017,05-Jul-17,KJE,SW,2,23,
Rotation 2,447,2017,06-Jul-17,AZE,NE,1,22,
Rotation 2,447,2017,06-Jul-17,AZE,NE,2,18,
Rotation 2,447,2017,06-Jul-17,AZE,NW,1,13,
Rotation 2,447,2017,06-Jul-17,AZE,NW,2,23,
Rotation 2,447,2017,06-Jul-17,AZE,SE,1,36,
Rotation 2,447,2017,06-Jul-17,AZE,SE,2,16,
Rotation 2,447,2017,06-Jul-17,AZE,SW,1,25,
Rotation 2,447,2017,06-Jul-17,AZE,SW,2,19,
Rotation 2,451,2017,07-Jul-17,TAS,NE,1,28,
Rotation 2,451,2017,07-Jul-17,TAS,NE,2,6,
Rotation 2,451,2017,07-Jul-17,TAS,NW,1,96,
Rotation 2,451,2017,07-Jul-17,TAS,NW,2,64,
Rotation 2,451,2017,07-Jul-17,TAS,SE,1,26,
Rotation 2,451,2017,07-Jul-17,TAS,SE,2,40,
Rotation 2,451,2017,07-Jul-17,TAS,SW,1,66,
Rotation 2,451,2017,07-Jul-17,TAS,SW,2,41,
Rotation 2,452,2017,05-Jul-17,DLO,NE,1,37,
Rotation 2,452,2017,05-Jul-17,DLO,NE,2,20,
Rotation 2,452,2017,05-Jul-17,DLO,NW,1,22,
Rotation 2,452,2017,05-Jul-17,DLO,NW,2,19,
Rotation 2,452,2017,05-Jul-17,DLO,SE,1,25,
Rotation 2,452,2017,05-Jul-17,DLO,SE,2,59,
Rotation 2,452,2017,05-Jul-17,DLO,SW,1,19,
Rotation 2,452,2017,05-Jul-17,DLO,SW,2,25,
Rotation 2,475,2017,04-Jul-17,BLA,NE,1,19,
Rotation 2,475,2017,04-Jul-17,BLA,NE,2,46,
Rotation 2,475,2017,04-Jul-17,BLA,NW,1,0,
Rotation 2,475,2017,04-Jul-17,BLA,NW,2,6,
Rotation 2,475,2017,04-Jul-17,BLA,SE,1,58,
Rotation 2,475,2017,04-Jul-17,BLA,SE,2,20,
Rotation 2,475,2017,04-Jul-17,BLA,SW,1,71,
Rotation 2,475,2017,04-Jul-17,BLA,SW,2,96,
Rotation 2,476,2017,03-Jul-17,KJE,NE,1,96,
Rotation 2,476,2017,03-Jul-17,KJE,NE,2,93,
Rotation 2,476,2017,03-Jul-17,KJE,NW,1,84,
Rotation 2,476,2017,03-Jul-17,KJE,NW,2,90,
Rotation 2,476,2017,03-Jul-17,KJE,SE,1,92,
Rotation 2,476,2017,03-Jul-17,KJE,SE,2,93,
Rotation 2,476,2017,03-Jul-17,KJE,SW,1,96,
Rotation 2,476,2017,03-Jul-17,KJE,SW,2,96,
Rotation 2,477,2017,03-Jul-17,BLA,NE,1,74,
Rotation 2,477,2017,03-Jul-17,BLA,NE,2,39,
Rotation 2,477,2017,03-Jul-17,BLA,NW,1,25,
Rotation 2,477,2017,03-Jul-17,BLA,NW,2,60,
Rotation 2,477,2017,03-Jul-17,BLA,SE,1,33,
Rotation 2,477,2017,03-Jul-17,BLA,SE,2,35,
Rotation 2,477,2017,03-Jul-17,BLA,SW,1,18,
Rotation 2,477,2017,03-Jul-17,BLA,SW,2,20,
Rotation 2,481,2017,08-Jul-17,TAS,NE,1,6,
Rotation 2,481,2017,08-Jul-17,TAS,NE,2,11,
Rotation 2,481,2017,08-Jul-17,TAS,NW,1,9,
Rotation 2,481,2017,08-Jul-17,TAS,NW,2,19,
Rotation 2,481,2017,08-Jul-17,TAS,SE,1,7,
Rotation 2,481,2017,08-Jul-17,TAS,SE,2,26,
Rotation 2,481,2017,08-Jul-17,TAS,SW,1,10,
Rotation 2,481,2017,08-Jul-17,TAS,SW,2,9,
Rotation 2,482,2017,07-Jul-17,DLO,NE,1,6,
Rotation 2,482,2017,07-Jul-17,DLO,NE,2,18,
Rotation 2,482,2017,07-Jul-17,DLO,NW,1,50,
Rotation 2,482,2017,07-Jul-17,DLO,NW,2,32,
Rotation 2,482,2017,07-Jul-17,DLO,SE,1,14,
Rotation 2,482,2017,07-Jul-17,DLO,SE,2,6,
Rotation 2,482,2017,07-Jul-17,DLO,SW,1,30,
Rotation 2,482,2017,07-Jul-17,DLO,SW,2,71,
Rotation 2,483,2017,08-Jul-17,DLO,NE,1,86,
Rotation 2,483,2017,08-Jul-17,DLO,NE,2,96,
Rotation 2,483,2017,08-Jul-17,DLO,NW,1,96,
Rotation 2,483,2017,08-Jul-17,DLO,NW,2,94,
Rotation 2,483,2017,08-Jul-17,DLO,SE,1,79,
Rotation 2,483,2017,08-Jul-17,DLO,SE,2,19,
Rotation 2,483,2017,08-Jul-17,DLO,SW,1,8,
Rotation 2,483,2017,08-Jul-17,DLO,SW,2,61,
Rotation 2,506,2017,05-Jul-17,BLA,NE,1,40,
Rotation 2,506,2017,05-Jul-17,BLA,NE,2,96,
Rotation 2,506,2017,05-Jul-17,BLA,NW,1,96,
Rotation 2,506,2017,05-Jul-17,BLA,NW,2,84,
Rotation 2,506,2017,05-Jul-17,BLA,SE,1,0,
Rotation 2,506,2017,05-Jul-17,BLA,SE,2,84,
Rotation 2,506,2017,05-Jul-17,BLA,SW,1,96,
Rotation 2,506,2017,05-Jul-17,BLA,SW,2,2,
Rotation 2,507,2017,04-Jul-17,KJE,NE,1,76,
Rotation 2,507,2017,04-Jul-17,KJE,NE,2,43,
Rotation 2,507,2017,04-Jul-17,KJE,NW,1,93,
Rotation 2,507,2017,04-Jul-17,KJE,NW,2,38,
Rotation 2,507,2017,04-Jul-17,KJE,SE,1,24,
Rotation 2,507,2017,04-Jul-17,KJE,SE,2,28,
Rotation 2,507,2017,04-Jul-17,KJE,SW,1,38,
Rotation 2,507,2017,04-Jul-17,KJE,SW,2,45,
Rotation 2,508,2017,08-Jul-17,KJE,NE,1,83,
Rotation 2,508,2017,08-Jul-17,KJE,NE,2,69,
Rotation 2,508,2017,08-Jul-17,KJE,NW,1,68,
Rotation 2,508,2017,08-Jul-17,KJE,NW,2,34,
Rotation 2,508,2017,08-Jul-17,KJE,SE,1,72,
Rotation 2,508,2017,08-Jul-17,KJE,SE,2,87,
Rotation 2,508,2017,08-Jul-17,KJE,SW,1,61,
Rotation 2,508,2017,08-Jul-17,KJE,SW,2,44,
Rotation 2,537,2017,08-Jul-17,BLA,NE,1,96,
Rotation 2,537,2017,08-Jul-17,BLA,NE,2,78,
Rotation 2,537,2017,08-Jul-17,BLA,NW,1,54,
Rotation 2,537,2017,08-Jul-17,BLA,NW,2,3,
Rotation 2,537,2017,08-Jul-17,BLA,SE,1,7,
Rotation 2,537,2017,08-Jul-17,BLA,SE,2,9,
Rotation 2,537,2017,08-Jul-17,BLA,SW,1,96,
Rotation 2,537,2017,08-Jul-17,BLA,SW,2,34,
Rotation 2,538,2017,10-Jul-17,KJE,NE,1,37,
Rotation 2,538,2017,10-Jul-17,KJE,NE,2,25,
Rotation 2,538,2017,10-Jul-17,KJE,NW,1,27,
Rotation 2,538,2017,10-Jul-17,KJE,NW,2,9,
Rotation 2,538,2017,10-Jul-17,KJE,SE,1,26,
Rotation 2,538,2017,10-Jul-17,KJE,SE,2,14,
Rotation 2,538,2017,10-Jul-17,KJE,SW,1,22,
Rotation 2,538,2017,10-Jul-17,KJE,SW,2,41,
Rotation 2,539,2017,09-Jul-17,KJE,NE,1,13,
Rotation 2,539,2017,09-Jul-17,KJE,NE,2,13,
Rotation 2,539,2017,09-Jul-17,KJE,NW,1,5,
Rotation 2,539,2017,09-Jul-17,KJE,NW,2,3,
Rotation 2,539,2017,09-Jul-17,KJE,SE,1,11,
Rotation 2,539,2017,09-Jul-17,KJE,SE,2,80,
Rotation 2,539,2017,09-Jul-17,KJE,SW,1,87,
Rotation 2,539,2017,09-Jul-17,KJE,SW,2,31,
Rotation 2,568,2017,09-Jul-17,BLA,NE,1,0,
Rotation 2,568,2017,09-Jul-17,BLA,NE,2,16,
Rotation 2,568,2017,09-Jul-17,BLA,NW,1,38,
Rotation 2,568,2017,09-Jul-17,BLA,NW,2,23,
Rotation 2,568,2017,09-Jul-17,BLA,SE,1,0,
Rotation 2,568,2017,09-Jul-17,BLA,SE,2,5,
Rotation 2,568,2017,09-Jul-17,BLA,SW,1,19,
Rotation 2,568,2017,09-Jul-17,BLA,SW,2,8,
Rotation 2,569,2017,10-Jul-17,BLA,NE,1,3,
Rotation 2,569,2017,10-Jul-17,BLA,NE,2,13,
Rotation 2,569,2017,10-Jul-17,BLA,NW,1,3,
Rotation 2,569,2017,10-Jul-17,BLA,NW,2,16,
Rotation 2,569,2017,10-Jul-17,BLA,SE,1,26,
Rotation 2,569,2017,10-Jul-17,BLA,SE,2,3,
Rotation 2,569,2017,10-Jul-17,BLA,SW,1,0,
Rotation 2,569,2017,10-Jul-17,BLA,SW,2,0,
Rotation 2,570,2017,11-Jul-17,KJE,NE,1,94,
Rotation 2,570,2017,11-Jul-17,KJE,NE,2,17,
Rotation 2,570,2017,11-Jul-17,KJE,NW,1,33,
Rotation 2,570,2017,11-Jul-17,KJE,NW,2,66,
Rotation 2,570,2017,11-Jul-17,KJE,SE,1,96,
Rotation 2,570,2017,11-Jul-17,KJE,SE,2,93,
Rotation 2,570,2017,11-Jul-17,KJE,SW,1,74,
Rotation 2,570,2017,11-Jul-17,KJE,SW,2,95,
Rotation 2,602,2017,08-Jul-17,AZE,NE,1,82,
Rotation 2,602,2017,08-Jul-17,AZE,NE,2,75,
Rotation 2,602,2017,08-Jul-17,AZE,NW,1,74,
Rotation 2,602,2017,08-Jul-17,AZE,NW,2,96,
Rotation 2,602,2017,08-Jul-17,AZE,SE,1,16,
Rotation 2,602,2017,08-Jul-17,AZE,SE,2,88,
Rotation 2,602,2017,08-Jul-17,AZE,SW,1,95,
Rotation 2,602,2017,08-Jul-17,AZE,SW,2,86,
Rotation 2,603,2017,09-Jul-17,DLO,NE,1,64,
Rotation 2,603,2017,09-Jul-17,DLO,NE,2,33,
Rotation 2,603,2017,09-Jul-17,DLO,NW,1,57,
Rotation 2,603,2017,09-Jul-17,DLO,NW,2,72,
Rotation 2,603,2017,09-Jul-17,DLO,SE,1,43,
Rotation 2,603,2017,09-Jul-17,DLO,SE,2,44,
Rotation 2,603,2017,09-Jul-17,DLO,SW,1,72,
Rotation 2,603,2017,09-Jul-17,DLO,SW,2,52,
Rotation 2,604,2017,11-Jul-17,BLA,NE,1,96,
Rotation 2,604,2017,11-Jul-17,BLA,NE,2,96,
Rotation 2,604,2017,11-Jul-17,BLA,NW,1,96,
Rotation 2,604,2017,11-Jul-17,BLA,NW,2,82,
Rotation 2,604,2017,11-Jul-17,BLA,SE,1,96,
Rotation 2,604,2017,11-Jul-17,BLA,SE,2,96,
Rotation 2,604,2017,11-Jul-17,BLA,SW,1,96,
Rotation 2,604,2017,11-Jul-17,BLA,SW,2,96,
