"Rotation","ABMI Site","Year","Field Date","Field Crew Member(s)","Quadrant","Tree Core Type","Common Name","Scientific Name","Taxonomic Resolution","Unique Taxonomic Identification Number","Significant Tree Damage"
Rotation 2,634,2017,11-Jul-17,BMC,SW,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 2,634,2017,11-Jul-17,BMC,SW,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 2,635,2017,09-Jul-17,TAS,1Ha,Largest Tree,Jack Pine,Pinus banksiana,Species,99004828,None,
Rotation 2,635,2017,09-Jul-17,TAS,NE,Leading Species,Jack Pine,Pinus banksiana,Species,99004828,None,
Rotation 2,635,2017,09-Jul-17,TAS,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,635,2017,09-Jul-17,TAS,NW,Leading Species,Jack Pine,Pinus banksiana,Species,99004828,None,
Rotation 2,635,2017,09-Jul-17,TAS,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,635,2017,09-Jul-17,TAS,SE,Leading Species,Jack Pine,Pinus banksiana,Species,99004828,None,
Rotation 2,635,2017,09-Jul-17,TAS,SE,Secondary Species,White Spruce,Picea glauca,Species,99004836,None,
Rotation 2,635,2017,09-Jul-17,TAS,SW,Leading Species,Jack Pine,Pinus banksiana,Species,99004828,None,
Rotation 2,635,2017,09-Jul-17,TAS,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,636,2017,11-Jul-17,DLO,1Ha,Largest Tree,Jack Pine,Pinus banksiana,Species,99004828,None,
Rotation 2,636,2017,11-Jul-17,DLO,NE,Leading Species,Black Spruce,Picea mariana,Species,99004837,O,
Rotation 2,636,2017,11-Jul-17,DLO,NE,Secondary Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 2,636,2017,11-Jul-17,DLO,NW,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 2,636,2017,11-Jul-17,DLO,NW,Secondary Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 2,636,2017,11-Jul-17,DLO,SE,Leading Species,Black Spruce,Picea mariana,Species,99004837,DT,
Rotation 2,636,2017,11-Jul-17,DLO,SE,Secondary Species,Tamarack,Larix laricina,Species,99004833,None,
Rotation 2,636,2017,11-Jul-17,DLO,SW,Leading Species,Jack Pine,Pinus banksiana,Species,99004828,None,
Rotation 2,636,2017,11-Jul-17,DLO,SW,Secondary Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 2,666,2017,09-Jul-17,AZE,1Ha,Largest Tree,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 2,666,2017,09-Jul-17,AZE,NE,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 2,666,2017,09-Jul-17,AZE,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,666,2017,09-Jul-17,AZE,NW,Leading Species,Black Spruce,Picea mariana,Species,99004837,FC,
Rotation 2,666,2017,09-Jul-17,AZE,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,666,2017,09-Jul-17,AZE,SE,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 2,666,2017,09-Jul-17,AZE,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,666,2017,09-Jul-17,AZE,SW,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 2,666,2017,09-Jul-17,AZE,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,667,2017,10-Jul-17,TAS,1Ha,Largest Tree,Jack Pine,Pinus banksiana,Species,99004828,None,
Rotation 2,667,2017,10-Jul-17,TAS,NE,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 2,667,2017,10-Jul-17,TAS,NE,Secondary Species,Jack Pine,Pinus banksiana,Species,99004828,BT,
Rotation 2,667,2017,10-Jul-17,TAS,NW,Leading Species,Black Spruce,Picea mariana,Species,99004837,FC,
Rotation 2,667,2017,10-Jul-17,TAS,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,667,2017,10-Jul-17,TAS,SE,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 2,667,2017,10-Jul-17,TAS,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,667,2017,10-Jul-17,TAS,SW,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 2,667,2017,10-Jul-17,TAS,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,668,2017,10-Jul-17,DLO,1Ha,Largest Tree,Alaska Birch,Betula neoalaskana,Species,99003459,None,
Rotation 2,668,2017,10-Jul-17,DLO,NE,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 2,668,2017,10-Jul-17,DLO,NE,Secondary Species,Alaska Birch,Betula neoalaskana,Species,99003459,None,
Rotation 2,668,2017,10-Jul-17,DLO,NW,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 2,668,2017,10-Jul-17,DLO,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,668,2017,10-Jul-17,DLO,SE,Leading Species,Balsam Poplar,Populus balsamifera,Species,99003480,None,
Rotation 2,668,2017,10-Jul-17,DLO,SE,Secondary Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 2,668,2017,10-Jul-17,DLO,SW,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 2,668,2017,10-Jul-17,DLO,SW,Secondary Species,Alaska Birch,Betula neoalaskana,Species,99003459,None,
Rotation 2,691,2017,12-Jul-17,KJE,1Ha,Largest Tree,Trembling Aspen,Populus tremuloides,Species,99003483,S,
Rotation 2,691,2017,12-Jul-17,KJE,NE,Leading Species,White Spruce,Picea glauca,Species,99004836,None,
Rotation 2,691,2017,12-Jul-17,KJE,NE,Secondary Species,Trembling Aspen,Populus tremuloides,Species,99003483,S,
Rotation 2,691,2017,12-Jul-17,KJE,NW,Leading Species,White Spruce,Picea glauca,Species,99004836,None,
Rotation 2,691,2017,12-Jul-17,KJE,NW,Secondary Species,DNC,DNC,VNA,VNA,DNC,
Rotation 2,691,2017,12-Jul-17,KJE,SE,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 2,691,2017,12-Jul-17,KJE,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,691,2017,12-Jul-17,KJE,SW,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 2,691,2017,12-Jul-17,KJE,SW,Secondary Species,White Spruce,Picea glauca,Species,99004836,None,
Rotation 2,692,2017,07-Jul-17,SBA,1Ha,Largest Tree,Tamarack,Larix laricina,Species,99004833,None,
Rotation 2,692,2017,07-Jul-17,SBA,NE,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 2,692,2017,07-Jul-17,SBA,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,692,2017,07-Jul-17,SBA,NW,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 2,692,2017,07-Jul-17,SBA,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,692,2017,07-Jul-17,SBA,SE,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 2,692,2017,07-Jul-17,SBA,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,692,2017,07-Jul-17,SBA,SW,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 2,692,2017,07-Jul-17,SBA,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,693,2017,10-Jul-17,NVE,1Ha,Largest Tree,White Spruce,Picea glauca,Species,99004836,None,
Rotation 2,693,2017,10-Jul-17,NVE,NE,Leading Species,White Spruce,Picea glauca,Species,99004836,O,
Rotation 2,693,2017,10-Jul-17,NVE,NE,Secondary Species,Balsam Poplar,Populus balsamifera,Species,99003480,None,
Rotation 2,693,2017,10-Jul-17,NVE,NW,Leading Species,Balsam Poplar,Populus balsamifera,Species,99003480,None,
Rotation 2,693,2017,10-Jul-17,NVE,NW,Secondary Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 2,693,2017,10-Jul-17,NVE,SE,Leading Species,Balsam Poplar,Populus balsamifera,Species,99003480,None,
Rotation 2,693,2017,10-Jul-17,NVE,SE,Secondary Species,White Spruce,Picea glauca,Species,99004836,None,
Rotation 2,693,2017,10-Jul-17,NVE,SW,Leading Species,Balsam Poplar,Populus balsamifera,Species,99003480,None,
Rotation 2,693,2017,10-Jul-17,NVE,SW,Secondary Species,White Spruce,Picea glauca,Species,99004836,None,
Rotation 2,722,2017,04-Jul-17,SBA,1Ha,Largest Tree,Jack Pine,Pinus banksiana,Species,99004828,None,
Rotation 2,722,2017,04-Jul-17,SBA,NE,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 2,722,2017,04-Jul-17,SBA,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,722,2017,04-Jul-17,SBA,NW,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 2,722,2017,04-Jul-17,SBA,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,722,2017,04-Jul-17,SBA,SE,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 2,722,2017,04-Jul-17,SBA,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,722,2017,04-Jul-17,SBA,SW,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 2,722,2017,04-Jul-17,SBA,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,723,2017,05-Jul-17,SBA,1Ha,Largest Tree,Lodgepole Pine,Pinus contorta,Species,99004829,None,
Rotation 2,723,2017,05-Jul-17,SBA,NE,Leading Species,Lodgepole Pine,Pinus contorta,Species,99004829,None,
Rotation 2,723,2017,05-Jul-17,SBA,NE,Secondary Species,Birches,Betula,Genus,99003457,None,
Rotation 2,723,2017,05-Jul-17,SBA,NW,Leading Species,Lodgepole Pine,Pinus contorta,Species,99004829,None,
Rotation 2,723,2017,05-Jul-17,SBA,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,723,2017,05-Jul-17,SBA,SE,Leading Species,DNC,DNC,VNA,VNA,DNC,
Rotation 2,723,2017,05-Jul-17,SBA,SE,Secondary Species,Birches,Betula,Genus,99003457,FC,
Rotation 2,723,2017,05-Jul-17,SBA,SW,Leading Species,Lodgepole Pine,Pinus contorta,Species,99004829,None,
Rotation 2,723,2017,05-Jul-17,SBA,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,724,2017,03-Jul-17,SBA,1Ha,Largest Tree,Black Spruce,Picea mariana,Species,99004837,FC,
Rotation 2,724,2017,03-Jul-17,SBA,NE,Leading Species,Black Spruce,Picea mariana,Species,99004837,VNA,
Rotation 2,724,2017,03-Jul-17,SBA,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,724,2017,03-Jul-17,SBA,NW,Leading Species,Black Spruce,Picea mariana,Species,99004837,None,
Rotation 2,724,2017,03-Jul-17,SBA,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,724,2017,03-Jul-17,SBA,SE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,724,2017,03-Jul-17,SBA,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,724,2017,03-Jul-17,SBA,SW,Leading Species,Black Spruce,Picea mariana,Species,99004837,FC,
Rotation 2,724,2017,03-Jul-17,SBA,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,753,2017,06-Jul-17,SBA,1Ha,Largest Tree,White Spruce,Picea glauca,Species,99004836,None,
Rotation 2,753,2017,06-Jul-17,SBA,NE,Leading Species,DNC,DNC,VNA,VNA,DNC,
Rotation 2,753,2017,06-Jul-17,SBA,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,753,2017,06-Jul-17,SBA,NW,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 2,753,2017,06-Jul-17,SBA,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,753,2017,06-Jul-17,SBA,SE,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,S,
Rotation 2,753,2017,06-Jul-17,SBA,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,753,2017,06-Jul-17,SBA,SW,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 2,753,2017,06-Jul-17,SBA,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,754,2017,12-Jul-17,BLA,1Ha,Largest Tree,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 2,754,2017,12-Jul-17,BLA,NE,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 2,754,2017,12-Jul-17,BLA,NE,Secondary Species,Balsam Poplar,Populus balsamifera,Species,99003480,None,
Rotation 2,754,2017,12-Jul-17,BLA,NW,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 2,754,2017,12-Jul-17,BLA,NW,Secondary Species,Balsam Poplar,Populus balsamifera,Species,99003480,None,
Rotation 2,754,2017,12-Jul-17,BLA,SE,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 2,754,2017,12-Jul-17,BLA,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,754,2017,12-Jul-17,BLA,SW,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 2,754,2017,12-Jul-17,BLA,SW,Secondary Species,Balsam Poplar,Populus balsamifera,Species,99003480,None,
Rotation 2,755,2017,11-Jul-17,NVE,1Ha,Largest Tree,Balsam Poplar,Populus balsamifera,Species,99003480,None,
Rotation 2,755,2017,11-Jul-17,NVE,NE,Leading Species,Balsam Poplar,Populus balsamifera,Species,99003480,None,
Rotation 2,755,2017,11-Jul-17,NVE,NE,Secondary Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 2,755,2017,11-Jul-17,NVE,NW,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 2,755,2017,11-Jul-17,NVE,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,755,2017,11-Jul-17,NVE,SE,Leading Species,Balsam Poplar,Populus balsamifera,Species,99003480,None,
Rotation 2,755,2017,11-Jul-17,NVE,SE,Secondary Species,White Spruce,Picea glauca,Species,99004836,None,
Rotation 2,755,2017,11-Jul-17,NVE,SW,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 2,755,2017,11-Jul-17,NVE,SW,Secondary Species,Alaska Birch,Betula neoalaskana,Species,99003459,None,
Rotation 2,992,2017,04-Jul-17,CBR,1Ha,Largest Tree,Trembling Aspen,Populus tremuloides,Species,99003483,VNA,
Rotation 2,992,2017,04-Jul-17,CBR,NE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,992,2017,04-Jul-17,CBR,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,992,2017,04-Jul-17,CBR,NW,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,992,2017,04-Jul-17,CBR,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,992,2017,04-Jul-17,CBR,SE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,992,2017,04-Jul-17,CBR,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,992,2017,04-Jul-17,CBR,SW,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 2,992,2017,04-Jul-17,CBR,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,993,2017,05-Jul-17,CBR,1Ha,Largest Tree,NONE,NONE,VNA,VNA,VNA,
Rotation 2,993,2017,05-Jul-17,CBR,NE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,993,2017,05-Jul-17,CBR,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,993,2017,05-Jul-17,CBR,NW,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,993,2017,05-Jul-17,CBR,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,993,2017,05-Jul-17,CBR,SE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,993,2017,05-Jul-17,CBR,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,993,2017,05-Jul-17,CBR,SW,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,993,2017,05-Jul-17,CBR,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,994,2017,06-Jul-17,CBR,1Ha,Largest Tree,Balsam Poplar,Populus balsamifera,Species,99003480,None,
Rotation 2,994,2017,06-Jul-17,CBR,NE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,994,2017,06-Jul-17,CBR,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,994,2017,06-Jul-17,CBR,NW,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,994,2017,06-Jul-17,CBR,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,994,2017,06-Jul-17,CBR,SE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,994,2017,06-Jul-17,CBR,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 2,994,2017,06-Jul-17,CBR,SW,Leading Species,Balsam Poplar,Populus balsamifera,Species,99003480,None,
Rotation 2,994,2017,06-Jul-17,CBR,SW,Secondary Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,1025,2017,11-Jul-17,CBR,1Ha,Largest Tree,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1025,2017,11-Jul-17,CBR,NE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1025,2017,11-Jul-17,CBR,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1025,2017,11-Jul-17,CBR,NW,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1025,2017,11-Jul-17,CBR,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1025,2017,11-Jul-17,CBR,SE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1025,2017,11-Jul-17,CBR,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1025,2017,11-Jul-17,CBR,SW,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1025,2017,11-Jul-17,CBR,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1026,2017,07-Jul-17,CBR,1Ha,Largest Tree,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1026,2017,07-Jul-17,CBR,NE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1026,2017,07-Jul-17,CBR,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1026,2017,07-Jul-17,CBR,NW,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1026,2017,07-Jul-17,CBR,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1026,2017,07-Jul-17,CBR,SE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1026,2017,07-Jul-17,CBR,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1026,2017,07-Jul-17,CBR,SW,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1026,2017,07-Jul-17,CBR,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1027,2017,08-Jul-17,CBR,1Ha,Largest Tree,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1027,2017,08-Jul-17,CBR,NE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1027,2017,08-Jul-17,CBR,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1027,2017,08-Jul-17,CBR,NW,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1027,2017,08-Jul-17,CBR,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1027,2017,08-Jul-17,CBR,SE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1027,2017,08-Jul-17,CBR,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1027,2017,08-Jul-17,CBR,SW,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1027,2017,08-Jul-17,CBR,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1059,2017,09-Jul-17,CBR,1Ha,Largest Tree,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1059,2017,09-Jul-17,CBR,NE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1059,2017,09-Jul-17,CBR,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1059,2017,09-Jul-17,CBR,NW,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1059,2017,09-Jul-17,CBR,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1059,2017,09-Jul-17,CBR,SE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1059,2017,09-Jul-17,CBR,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1059,2017,09-Jul-17,CBR,SW,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1059,2017,09-Jul-17,CBR,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1060,2017,10-Jul-17,CBR,1Ha,Largest Tree,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1060,2017,10-Jul-17,CBR,NE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1060,2017,10-Jul-17,CBR,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1060,2017,10-Jul-17,CBR,NW,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1060,2017,10-Jul-17,CBR,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1060,2017,10-Jul-17,CBR,SE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1060,2017,10-Jul-17,CBR,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1060,2017,10-Jul-17,CBR,SW,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1060,2017,10-Jul-17,CBR,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1061,2017,11-Jul-17,CBR,1Ha,Largest Tree,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1061,2017,11-Jul-17,CBR,NE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1061,2017,11-Jul-17,CBR,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1061,2017,11-Jul-17,CBR,NW,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1061,2017,11-Jul-17,CBR,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1061,2017,11-Jul-17,CBR,SE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1061,2017,11-Jul-17,CBR,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1061,2017,11-Jul-17,CBR,SW,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1061,2017,11-Jul-17,CBR,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1086,2017,04-Jul-17,VCU,1Ha,Largest Tree,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,1086,2017,04-Jul-17,VCU,NE,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,1086,2017,04-Jul-17,VCU,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1086,2017,04-Jul-17,VCU,NW,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,1086,2017,04-Jul-17,VCU,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1086,2017,04-Jul-17,VCU,SE,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,1086,2017,04-Jul-17,VCU,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1086,2017,04-Jul-17,VCU,SW,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,1086,2017,04-Jul-17,VCU,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1087,2017,11-Jul-17,SBO,1Ha,Largest Tree,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1087,2017,11-Jul-17,SBO,NE,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1087,2017,11-Jul-17,SBO,NE,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1087,2017,11-Jul-17,SBO,NW,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1087,2017,11-Jul-17,SBO,NW,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1087,2017,11-Jul-17,SBO,SE,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1087,2017,11-Jul-17,SBO,SE,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1087,2017,11-Jul-17,SBO,SW,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1087,2017,11-Jul-17,SBO,SW,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1088,2017,05-Jul-17,VCU,1Ha,Largest Tree,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,1088,2017,05-Jul-17,VCU,NE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1088,2017,05-Jul-17,VCU,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1088,2017,05-Jul-17,VCU,NW,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,1088,2017,05-Jul-17,VCU,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1088,2017,05-Jul-17,VCU,SE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1088,2017,05-Jul-17,VCU,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1088,2017,05-Jul-17,VCU,SW,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,DT,
Rotation 1,1088,2017,05-Jul-17,VCU,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1119,2017,06-Jul-17,VCU,1Ha,Largest Tree,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,1119,2017,06-Jul-17,VCU,NE,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,1119,2017,06-Jul-17,VCU,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,1119,2017,06-Jul-17,VCU,NW,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,1119,2017,06-Jul-17,VCU,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
